Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price ($),T_plus_10_Date,T_plus_10_Price ($),Percent_Return,Deal Status,Benchmark_Return,Abnormal_Return,Weighted_Abnormal_Return,Weight,Log_Carbon_Intensity
2017-08-03,2016,D,Dominion Energy Inc,11737.000000,32679003.940000,2784.272300,Brown,2 Solar Power Plants/Fremont & Moorings,Green,Total Holdings SAS,,,2017-07-21,55.230000,2017-08-14,55.310000,0.140000,Completed,-3.056573,3.196573,0.014974,0.004685,7.932101
2017-04-12,2016,D,Dominion Energy Inc,11737.000000,32679003.940000,2784.272300,Brown,40-megawatt Midway II Project solar power plant,Green,Solar Frontier KK,,,2017-03-31,54.710000,2017-04-24,55.070000,0.640000,Completed,-2.780149,3.420149,0.016022,0.004685,7.932101
2017-01-19,2016,ED,Consolidated Edison Inc,12075.000000,3103618.470000,257.028400,Brown,Juhl Energy Services Inc,Green,Juhl Energy Inc,,,2017-01-06,54.850000,2017-01-30,54.350000,-0.920000,Completed,-3.890819,2.970819,0.014318,0.004819,5.553070
2017-01-19,2016,ED,Consolidated Edison Inc,12075.000000,3103618.470000,257.028400,Brown,Ross Solar Group LLC,Green,,,,2017-01-06,54.850000,2017-01-30,54.350000,-0.920000,Completed,-3.890819,2.970819,0.014318,0.004819,5.553070
2017-01-10,2016,DUK,Duke Energy Corp,22743.000000,97942420.640000,4306.486400,Brown,"Rio Bravo I/CA,Rio Bravo II/CA,Wildwood Solar II/CA",Green,SunPower Corp,,,2016-12-30,55.120000,2017-01-20,54.910000,-0.370000,Completed,-1.323815,0.953815,0.008658,0.009077,8.368110
2017-01-05,2016,BLDP,Ballard Power Systems Inc,85.270000,3059.860000,35.884300,Brown,Ballard Power Systems Europe A/S,Green,Dansk Industri Invest A/S,,,2016-12-23,1.760000,2017-01-17,1.910000,8.520000,Completed,-2.067554,10.587554,0.000360,0.000034,3.607786
2016-11-21,2015,PEG,Public Service Enterprise Group Inc,10415.000000,16582138.450000,1592.140000,Brown,Northampton County solar energy facility/ North Carolina,Green,BayWa r.e. GmbH,12.940000,,2016-11-10,29.860000,2016-12-01,30.600000,2.500000,Completed,5.295942,-2.795942,-0.011622,0.004157,7.373462
2016-11-04,2015,BKH,Black Hills Corp,1304.600000,3953611.080000,3030.504300,Brown,Peak View Wind project,Green,,109.000000,,2016-10-24,44.290000,2016-11-14,43.310000,-2.210000,Completed,-0.484394,-1.725606,-0.000899,0.000521,8.016814
2016-09-15,2015,NRG,NRG Energy Inc,14674.000000,89490677.950000,6098.587800,Brown,Wind and solar assets,Green,SunEdison Inc,144.000000,,2016-09-02,9.920000,2016-09-26,9.360000,-5.680000,Completed,-0.824207,-4.855793,-0.028439,0.005857,8.715976
2016-09-07,2015,DUK,Duke Energy Corp,22371.000000,109613737.100000,4899.813900,Brown,4.7 MW solar farms/Georgia,Green,SolAmerica Energy LLC,,,2016-08-26,56.110000,2016-09-19,56.490000,0.680000,Completed,-2.589161,3.269161,0.029190,0.008929,8.497157
2016-07-13,2015,FANG,Diamondback Energy Inc,591.600000,110412.350000,186.632800,Brown,Southern Delaware basin assets,Green,Luxe Energy LLC,560.000000,,2016-07-01,71.500000,2016-07-25,67.400000,-5.730000,Completed,-1.875699,-3.854301,-0.000910,0.000236,5.234487
2016-05-02,2015,DUK,Duke Energy Corp,22371.000000,109613737.100000,4899.813900,Brown,6 North Carolina Solar Projects,Green,Community Energy Solar LLC,,,2016-04-21,52.510000,2016-05-12,55.770000,6.210000,Completed,-0.962881,7.172881,0.064045,0.008929,8.497157
2016-04-12,2015,XEL,Xcel Energy Inc,11024.000000,51570167.380000,4677.990500,Brown,"Rush Creek Wind Energy LLC,Rush Creek Wind Energy II LLC",Green,Invenergy Wind Development North America LLC,,,2016-04-01,31.810000,2016-04-22,29.620000,-6.890000,Completed,8.321196,-15.211196,-0.066929,0.004400,8.450838
2016-04-06,2015,DUK,Duke Energy Corp,22371.000000,109613737.100000,4899.813900,Brown,Two solar projects/North Carolina,Green,ET Capital Ltd,,,2016-03-24,54.850000,2016-04-18,55.300000,0.820000,Completed,4.956146,-4.136146,-0.036931,0.008929,8.497157
2016-02-02,2015,PEG,Public Service Enterprise Group Inc,10415.000000,16582138.450000,1592.140000,Brown,Martin County solar energy facility/North Carolina,Green,EcoPlexus Inc,40.000000,,2016-01-22,28.910000,2016-02-12,30.380000,5.070000,Completed,3.610269,1.459731,0.006068,0.004157,7.373462
2016-01-20,2015,EXC,Exelon Corp,29447.000000,7677225.800000,260.713300,Brown,Bluestream Wind Project,Green,Sir Robert McAlpine Ltd,,,2016-01-08,14.320000,2016-02-01,15.450000,7.840000,Completed,0.859668,6.980332,0.082040,0.011753,5.567250
2016-01-11,2015,ED,Consolidated Edison Inc,12554.000000,3195105.850000,254.509000,Brown,OCI Solar San Antonio 7 LLC,Green,OCI Holdings Co Ltd,0.190000,,2015-12-31,45.970000,2016-01-21,48.420000,5.320000,Completed,-11.107410,16.427410,0.082311,0.005011,5.543258
2016-01-05,2015,MDU,MDU Resources Group Inc,4014.050000,2205069.260000,549.337500,Brown,Thunder Spirit Wind Farm Phase I,Green,ALLETE Inc,200.000000,,2015-12-24,4.860000,2016-01-15,4.340000,-10.630000,Completed,-12.522144,1.892144,0.003031,0.001602,6.310532
2015-12-23,2014,HE,Hawaiian Electric Industries Inc,3239.540000,6072777.480000,1874.579000,Brown,Hamakua Energy Partners LP,Green,Ares Management Corp,84.500000,,2015-12-11,21.010000,2016-01-04,21.630000,2.960000,Completed,-3.126600,6.086600,0.007870,0.001293,7.536673
2015-11-16,2014,D,Dominion Energy Inc,12436.000000,31810838.450000,2557.963900,Brown,80 MW Solar Facility,Green,Iberdrola SA,,,2015-11-05,46.770000,2015-11-27,45.280000,-3.180000,Completed,-4.225570,1.045570,0.005190,0.004964,7.847358
2015-10-22,2014,DUK,Duke Energy Corp,22509.000000,126000000.500000,5597.760900,Brown,Phoenix Energy Technologies Inc,Green,"Bluff Point Associates Corp,Five Peaks Capital Management",,,2015-10-09,48.580000,2015-11-02,48.530000,-0.110000,Completed,0.331469,-0.441469,-0.003966,0.008984,8.630301
2015-10-08,2014,TRP,TC Energy Corp,10185.000000,12600000.690000,1237.113500,Brown,Ravenswood/Ironwood/Ocean State Power and Kibby Wind,Green,Talen Energy Corp,657.000000,,2015-09-25,20.170000,2015-10-19,20.970000,3.940000,Completed,9.012072,-5.072072,-0.020618,0.004065,7.121344
2015-09-18,2014,NEE,NextEra Energy Inc,17021.000000,47752192.170000,2805.486900,Brown,Wind Development Assets,Green,Hale Community Energy LLC,,,2015-09-04,18.590000,2015-09-28,19.160000,3.100000,Completed,-6.997076,10.097076,0.068595,0.006794,7.939689
2015-09-17,2014,ED,Consolidated Edison Inc,12919.000000,3155617.470000,244.261700,Brown,350 MW AC Panoche Valley Solar Farm,Green,CalCEF Clean Energy Fund,,,2015-09-04,43.080000,2015-09-28,46.590000,8.150000,Completed,-6.997076,15.147076,0.078103,0.005156,5.502326
2015-09-01,2014,DUK,Duke Energy Corp,22509.000000,126000000.500000,5597.760900,Brown,211-MW Mesquite Creek wind farm,Green,,,,2015-08-21,51.570000,2015-09-11,45.950000,-10.910000,Completed,-3.359850,-7.550150,-0.067830,0.008984,8.630301
2015-08-25,2014,PEG,Public Service Enterprise Group Inc,10886.000000,15460148.510000,1420.186300,Brown,Columbia Solar Project,Green,Hanergy Thin Film Power Group Ltd,,,2015-08-14,30.500000,2015-09-04,27.540000,-9.710000,Completed,-7.885063,-1.824937,-0.007929,0.004345,7.259247
2015-07-28,2014,DUK,Duke Energy Corp,22509.000000,126000000.500000,5597.760900,Brown,20MW Seville I & 30MW Seville II Projects,Green,Kruger Inc,,,2015-07-17,48.920000,2015-08-07,49.970000,2.150000,Completed,-8.591327,10.741327,0.096499,0.008984,8.630301
2015-07-09,2014,DUK,Duke Energy Corp,22509.000000,126000000.500000,5597.760900,Brown,Sumitomo Corp and Duke Energy Mesquite Creek Wind Farm,Green,Sumitomo Corp,,,2015-06-26,47.210000,2015-07-20,48.720000,3.200000,Completed,-5.736507,8.936507,0.080285,0.008984,8.630301
2015-06-29,2014,BLDP,Ballard Power Systems Inc,68.720000,2369.340000,34.477700,Brown,Ballard Unmanned Systems Inc,Green,,,,2015-06-18,2.330000,2015-07-09,1.420000,-31.820000,Completed,-4.670161,-27.149839,-0.000745,0.000027,3.568904
2015-05-12,2014,ED,Consolidated Edison Inc,12919.000000,3155617.470000,244.261700,Brown,6 Shovel-ready solar photovoltaic projects,Green,"SolarReserve LLC,GCL Solar Energy Inc",,,2015-05-01,42.760000,2015-05-22,42.860000,0.220000,Completed,-2.999507,3.219507,0.016601,0.005156,5.502326
2015-05-06,2014,ALE,ALLETE Inc,1136.800000,8840069.800000,7776.275300,Brown,Armenia Mountain Wind LLC,Green,AES Corp/The,108.000000,,2015-04-24,35.240000,2015-05-18,33.620000,-4.620000,Completed,-2.073956,-2.546044,-0.001155,0.000454,8.958961
2015-04-24,2014,SRE,Sempra,11035.000000,6739321.790000,610.722400,Brown,Black Oak Getty Wind Power Project,Green,Geronimo Energy LLC,,,2015-04-13,39.470000,2015-05-04,39.430000,-0.110000,Completed,3.144501,-3.254501,-0.014334,0.004404,6.416279
2015-04-16,2014,ALE,ALLETE Inc,1136.800000,8840069.800000,7776.275300,Brown,Chanarambie & Viking Wind Farm,Green,Electricite de France SA,47.500000,,2015-04-02,35.800000,2015-04-27,34.980000,-2.310000,Completed,5.582744,-7.892744,-0.003581,0.000454,8.958961
2015-04-15,2014,D,Dominion Energy Inc,12436.000000,31810838.450000,2557.963900,Brown,20-megawatt Solar Facility,Green,Coronal Energy,,,2015-04-02,46.790000,2015-04-27,47.440000,1.380000,Completed,5.582744,-4.202744,-0.020860,0.004964,7.847358
2015-02-09,2014,DUK,Duke Energy Corp,22509.000000,126000000.500000,5597.760900,Brown,REC Solar Commercial Corp,Green,,,,2015-01-29,58.250000,2015-02-19,52.100000,-10.560000,Completed,8.412582,-18.972582,-0.170448,0.008984,8.630301
2014-12-29,2013,TRP,TC Energy Corp,8797.000000,12195692.040000,1386.346700,Brown,Ontario Solar Facility,Green,Canadian Solar Inc,,,2014-12-18,27.820000,2015-01-08,27.670000,-0.540000,Completed,0.477607,-1.017607,-0.003573,0.003511,7.235148
2014-12-22,2013,PEG,Public Service Enterprise Group Inc,9968.000000,14955609.400000,1500.362100,Brown,12.9 megawatt solar energy facility,Green,juwi AG,,,2014-12-11,28.980000,2015-01-02,29.220000,0.820000,Completed,6.034209,-5.214209,-0.020745,0.003978,7.314128
2014-12-19,2013,DUK,Duke Energy Corp,22756.000000,126791343.100000,5571.776400,Brown,Halifax Solar Project/North Carolina,Green,"ET Solar Group Corp,Geenex LLC",,,2014-12-08,53.210000,2014-12-29,56.600000,6.370000,Completed,0.771627,5.598373,0.050847,0.009082,8.625649
2014-11-28,2013,ENB,Enbridge Inc,32918.000000,2705757.300000,82.196900,Brown,Portfolio of two wind farms/US,Green,E.ON SE,300.000000,,2014-11-17,26.740000,2014-12-08,29.020000,8.530000,Completed,-8.923231,17.453231,0.229307,0.013138,4.421210
2014-10-03,2013,TRP,TC Energy Corp,8797.000000,12195692.040000,1386.346700,Brown,Solar power facilities/CA,Green,Canadian Solar Inc,,,2014-09-22,32.300000,2014-10-13,27.270000,-15.570000,Completed,-13.668880,-1.901120,-0.006675,0.003511,7.235148
2014-10-02,2013,NRG,NRG Energy Inc,11295.000000,76720999.060000,6792.474500,Brown,Pure Energies Group Inc,Green,"NGEN Partners LLC (Fund: NGEN III LP),New Enterprise Associates LLC",,,2014-09-19,24.550000,2014-10-13,22.880000,-6.780000,Completed,-13.739656,6.959656,0.031375,0.004508,8.823718
2014-09-24,2013,ENB,Enbridge Inc,32918.000000,2705757.300000,82.196900,Brown,Lac Alfred Wind Project,Green,Electricite de France SA,297.920000,,2014-09-12,29.250000,2014-10-06,27.630000,-5.530000,Completed,-6.586398,1.056398,0.013879,0.013138,4.421210
2014-09-15,2013,D,Dominion Energy Inc,13120.000000,35070830.360000,2673.081600,Brown,Cottonwood & Catalina solar projects,Green,Electricite de France SA,,,2014-09-04,45.160000,2014-09-25,43.470000,-3.760000,Completed,-6.621771,2.861771,0.014986,0.005237,7.891361
2014-08-14,2013,NRG,NRG Energy Inc,11295.000000,76720999.060000,6792.474500,Brown,Goal Zero LLC,Green,Mercato Partners LLC,,,2014-08-01,24.140000,2014-08-25,23.350000,-3.250000,Completed,1.283210,-4.533210,-0.020436,0.004508,8.823718
2014-07-23,2013,PEG,Public Service Enterprise Group Inc,9968.000000,14955609.400000,1500.362100,Brown,ERWR Whitcomb Farm project,Green,juwi AG,,,2014-07-11,26.330000,2014-08-04,24.150000,-8.290000,Completed,-1.714383,-6.575617,-0.026161,0.003978,7.314128
2014-03-27,2013,NRG,NRG Energy Inc,11295.000000,76720999.060000,6792.474500,Brown,Roof Diagnostics Solar,Green,,,,2014-03-14,23.340000,2014-04-07,25.000000,7.140000,Completed,3.228256,3.911744,0.017635,0.004508,8.823718
