Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales,Acquirer_GHG_Emissions,Carbon_Intensity,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
09-02-2024,2023,VTLE,Vital Energy Inc,1547.604,254174.781,164.23760923336977,2nd producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",78.0,,Completed
09-02-2024,2023,MGEE,MGE Energy Inc,690.285,1771471.722,2566.290332254069,723.2 mw natural gas project/Wisconsin,Alliant Energy Corp,,,Completed
06-02-2024,2023,DNOW,DNOW Inc,2321.0,19582.0,8.436880654890134,Whitco Supply LLC,,185.0,,Completed
06-02-2024,2023,NWN,Northwest Natural Holding Co,1197.475,157587.886,131.60014697592854,Truxton Canyon Water Co Inc,,,,Completed
05-02-2024,2023,AWK,American Water Works Co Inc,4234.0,76351.624,18.032976854038733,Appliance Service Plan/Consumers Energy,CMS Energy Corp,,,Completed
02-02-2024,2023,MGEE,MGE Energy Inc,690.285,1771471.722,2566.290332254069,4 MW solar hybrid project west riverside energy center/Wisconsin,Alliant Energy Corp,,,Completed
01-02-2024,2023,WFRD,Weatherford International PLC,5135.0,116153.0,22.619863680623173,"Probe Technology Services Inc,Impact Selector International LLC",Turnbridge Capital LLC,,,Completed
31-01-2024,2023,AMPS,Altus Power Inc,155.162,645.849,4.162417344452894,84 MWs of commercial scale solar arrays/US,Vitol Holding BV,118.0,,Completed
30-01-2024,2023,WTTR,Select Water Solutions Inc,1585.353,244677.912,154.33654965171795,"Tri-State Water Logistics LLC,Iron Mountain Energy LLC,Facilities & recycling capacity/Rockies Region",,90.0,,Completed
30-01-2024,2023,NVAX,NOV Inc,983.705,11985.678,12.184219862662077,Extract Production Services LLC,"White Deer Management LLC,Riata Capital Group (Fund: RCG Equity Fund II LP)",,,Completed
22-01-2024,2023,SUN,Sunoco LP,23068.0,193605.8375,8.392831519854344,NuStar Energy LP,,6481.94,9.53,Completed
16-01-2024,2023,TALO,Talos Energy Inc,1457.886,646960.3,443.7660420636456,QuarterNorth Energy Inc,,1312.46,,Completed
11-01-2024,2023,EXE,Expand Energy Corp,8721.0,408061.81149999995,46.79071339295952,Southwestern Energy Co,,11597.17,1.35,Completed
11-01-2024,2023,SUN,Sunoco LP,23068.0,193605.8375,8.392831519854344,Zenith Energy Netherlands BV,Zenith Energy Ltd,186.17,,Completed
04-01-2024,2023,APA,APA Corp,8378.0,5962692.557,711.7083500835522,Callon Petroleum Co,,4454.48,2.04,Completed
28-12-2023,2022,NFE,New Fortress Energy Inc,2368.272,679964.0,287.1139801509286,1.6 GW Capacity Reserve Contract,Ceiba Energy LLC,,,Completed
22-12-2023,2022,VTLE,Vital Energy Inc,1920.796,386367.84,201.14985662194215,Producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",55.0,,Completed
20-12-2023,2022,CPK,Chesapeake Utilities Corp,680.704,215226.0,316.1814827002633,Propane Operating Assets/Jt Lee & Sons Inc,JT Lee & Sons Inc,3.9,,Completed
14-12-2023,2022,SHEL,Shell PLC,381314.0,41006166.5175,107.5391056124349,Kaikias field/US Gulf of Mexico,Mitsui & Co Ltd,,,Completed
11-12-2023,2022,OXY,Occidental Petroleum Corp,36634.0,17551718.18,479.11006660479336,CrownRock LP,"Lime Rock Partners LLC,Crownquest Operating LLC",12000.0,,Completed
11-12-2023,2022,WCN,Waste Connections Inc,7211.859,4812957.0,667.3670408697674,29 facilities/Secure Energy Services Inc,Secure Waste Infrastructure Co,791.74,,Completed
07-12-2023,2022,ARRY,Array Technologies Inc,1637.546,287.0,0.17526225217490074,Litigation Solutions Inc,,,,Completed
04-12-2023,2022,PUMP,ProPetro Holding Corp,1279.701,245111.495,191.5380975712295,PAR Five Energy Services LLC,,25.4,,Completed
21-11-2023,2022,NOG,Northern Oil and Gas Inc,1570.535,351378.5815,223.73177388596878,Core non operated properties/Northern Delaware,,162.6,,Completed
06-11-2023,2022,VRN,Veren Inc,3512.3,719333.0,204.80397460353615,Hammerhead Energy Inc,,1710.59,,Completed
03-11-2023,2022,ENB,Enbridge Inc,53309.0,7717086.429,144.76141794068542,7 Operating landfill gas-to-RNG facilities/Morrow Renewables,Morrow Renewables LLC,1200.0,,Completed
03-11-2023,2022,FET,Forum Energy Technologies Inc,699.913,8352.062,11.933000244316078,Variperm Energy Services Inc,,155.28,,Completed
02-11-2023,2022,COP,ConocoPhillips,78494.0,4988534.867526666,63.553072432627545,Torys LLP,,,,Completed
01-11-2023,2022,BIP,Brookfield Infrastructure Partners LP,14427.0,2453832.899,170.08615089762253,Portfolio of 2 Data centres/Silicon Valley,Digital Core REIT Management Pte Ltd,160.2,,Completed
23-10-2023,2022,BIP,Brookfield Infrastructure Partners LP,14427.0,2453832.899,170.08615089762253,Data centers/Cyxtera Technologies Inc,Cyxtera Technologies Inc,775.0,,Completed
23-10-2023,2022,ORA,Ormat Technologies Inc,734.159,192441.769,262.12546464730394,Portfolio of 150 MW Operating Geothermal & Solar Assets/Nevada,Enel SpA,271.0,,Completed
13-10-2023,2022,HLX,Helix Energy Solutions Group Inc,873.1,226639.444,259.5801672202497,Plugging & Abandonment Business/QuarterNorth Energy LLC,QuarterNorth Energy LLC,,,Completed
11-10-2023,2022,XOM,Exxon Mobil Corp,398675.0,109000000.0,273.4056562362827,Pioneer Natural Resources Co,,67995.45,5.39,Completed
09-10-2023,2022,VTS,Vitesse Energy Inc,300.07,43.78101401,0.1459026694104709,Williston Basin/North Dakota,,,,Completed
05-10-2023,2022,XIFR,XPLR Infrastructure LP,969.0,90846.347,93.75268008255934,South Texas Midstream LLC,,,,Completed
