Company Name,Ticker
Resolute Forest Products Inc,Ticker not found
Navitas Petroleum LP,Ticker not found
EF EnergyFunders Ventures Inc,EFVIF
ChampionX Corp,CHX
TGS ASA,TGC0.F
PHX Minerals Inc,PHX
O3 Mining Inc,15A.SG
"GIC Pte Ltd,Enagas SA,Universities Superannuation Scheme Ltd,National Pension Service,Blackstone Inc (Fund: Blackstone Infrastructure Partners LP)",Ticker not found
Banpu PCL,NVAC.F
WPX Energy Inc,Ticker not found
O3 Mining Inc,15A.SG
W&T Offshore Inc,Ticker not found
Clearway Energy Inc,CWEN
Bonavista Energy Corp,Ticker not found
Solar Integrated Roofing Corp,SIRC
Access-Power & Co Inc,Ticker not found
"Shinhan Financial Group Co Ltd,ST International Corp,KDB Infrastructure Investments Asset Management Co Ltd (Fund: KIAM Power Energy PEF No 3),EIP Investment Co Ltd",BTC-USD
Apollo Asset Management Inc,Ticker not found
Amazing Energy Oil and Gas Co,Ticker not found
HTC Purenergy Inc,HTPRF
Parkland Corp,PF6.DU
Repsol SA,REP.MU
O3 Mining Inc,15A.SG
Noble Midstream Partners LP,Ticker not found
ROK Resources Inc,ROK.V
DCC PLC,DCC.F
Kimbell Royalty Partners LP,KRP
EDP Renovaveis SA,EDRVF
Evolution Petroleum Corp,EPM
TGS ASA,TGC0.F
UBS Group AG,UBS
Contango Oil & Gas Co,Ticker not found
Pure Harvest Corp Group Inc,PHCG
Contango Oil & Gas Co,Ticker not found
Southern Co/The,Ticker not found
Dominion Energy Inc,D
"TD Greystone Asset Management,Applegreen PLC,IST3 Infrastruktur Global",Ticker not found
Bristow Group Inc,VTOL
DTE Energy Co,DTE
US Solar Fund PLC/Fund,Ticker not found
Parsley Energy Inc,Ticker not found
Viking Energy Group Inc,Ticker not found
"Public Sector Pension Investment Board,Pattern Energy Group Inc",Ticker not found
United Energy Corp,UNRG
New Jersey Resources Corp,NJR
Shell PLC,SHEL
Major Drilling Group International Inc,MDI.TO
Hess Midstream LP,HESM
Tidewater Midstream and Infrastructure Ltd,TWMIF
"Oryx Midstream Services LLC,Rattler Midstream LP",Ticker not found
McCoy Global Inc,MCB.TO
Bristow Group Inc,VTOL
Brookfield Business Partners LP,BBU-UN.TO
Kimbell Royalty Partners LP,KRP
NOV Inc,NVAX
Electricite de France SA,Ticker not found
China Yangtze Power Co Ltd,600900.SS
XPLR Infrastructure LP,XIFR
XPLR Infrastructure LP,XIFR
Spark Power Group Inc,Ticker not found
Contango Oil & Gas Co,Ticker not found
White River Energy Corp,WTRV
NGL Energy Partners LP,NGL
Camber Energy Inc,CEIN
Dominion Energy Inc,D
Engie SA,ENGI.PA
Houston American Energy Corp,HUSA
Abu Dhabi National Energy Co PJSC,Ticker not found
Energy Transfer LP,ET
FOBI AI INC,FOBIF
Auri Inc,0P0000KNY5.L
AbraSilver Resource Corp,ABRA.V
Duke Energy Corp,DUK
Terna Energy SA,TREAY
SK Inc,SKLZ
Pason Systems Inc,3PS.F
Demand Brands Inc,DMAN
Dalmac Energy Inc,Ticker not found
Kinder Morgan Inc,KMI
Sumitomo Pharma Co Ltd,4506.T
TGS ASA,TGC0.F
Parkland Corp,PF6.DU
Teledyne Technologies Inc,TDY
American Tower Corp,AMT
Diversified Energy Co PLC,DEC
PDC Energy Inc,Ticker not found
Empresas Copec SA,COPEC.SN
Pembina Pipeline Corp,PPL.TO
Pembina Pipeline Corp,PPL.TO
Razor Energy Corp,RZREF
"Nexera Energy Inc,Cotulla Energy Resources Ltd",Ticker not found
Stabilis Solutions Inc,SLNG
Vistra Corp,VST
Russel Metals Inc,RUS.TO
Evergreen Sustainable Enterpri,Ticker not found
Hunting PLC,0YT.F
American Patriot Oil & Gas Ltd,Ticker not found
Berkshire Hathaway Inc,BRK-B
Paramount Resources Ltd,POU.TO
Pennpetro Energy PLC,Ticker not found
Avon Technologies PLC,1OK.F
Applegreen PLC,Ticker not found
UK OIL & GAS PLC,Ticker not found
Profire Energy Inc,Ticker not found
SEACOR Holdings Inc,Ticker not found
PGS ASA,Ticker not found
TransAlta Corp,TAC
Capital Power Corp,CPX.TO
Sunrun Inc,RUN
Power Corp of Canada,POW.TO
Osaka Gas Co Ltd,OSA.BE
Diversified Energy Co PLC,DEC
TotalEnergies SE,TTE
American Electric Power Co Inc,AEP
Delta Lithium Ltd,Ticker not found
TerraForm Power Inc,Ticker not found
VirExit Technologies Inc,VXIT
Callon Petroleum Co,Ticker not found
"Anadarko Petroleum Corp,Riverstone Holdings Ltd/Singapore",Ticker not found
American Energy Partners Inc,AEPT
Element Global Inc,ELGL
UGI Corp,UGI
O3 Mining Inc,15A.SG
Questex Gold and Copper Ltd,Ticker not found
Target Hospitality Corp,TH
Scryb Inc,SCYRF
"GIC Pte Ltd,Brookfield Infrastructure Partners LP",Ticker not found
Orsted AS,ORSTED.CO
Cummins Inc,CMI
W&T Offshore Inc,Ticker not found
Pieridae Energy Ltd,Ticker not found
Archrock Inc,AROC
Alliance Resource Partners LP,ARLP
Atlantic Power & Infrastructur,Ticker not found
Enterprise Products Partners LP,EPD
Southern Co/The,Ticker not found
Centrica PLC,CNA.L
Target Hospitality Corp,TH
RE Royalties Ltd,RE.V
SunPower Corp,SPWRQ
Profire Energy Inc,Ticker not found
NexTier Oilfield Solutions Inc,Ticker not found
INNOVATE Corp,VATE
TotalEnergies SE,TTE
W R Grace & Co,Ticker not found
PBF Energy Inc,PBF
Plug Power Inc,PLUG
Comstock Resources Inc,CRK
Akastor ASA,KY7.F
MedMen Enterprises Inc,MMNFQ
SMG Industries Inc,SMGI
Teledyne Technologies Inc,TDY
Algonquin Power & Utilities Corp,Ticker not found
TotalEnergies SE,TTE
Delek Group Ltd,6D40.SG
Duke Energy Corp,DUK
Star Group LP,Ticker not found
Duke Energy Corp,DUK
Canadian Natural Resources Ltd,CRC.BE
Kinetik Holdings Inc,KNTK
Pantheon Resources PLC,P3K.MU
NRG Energy Inc,NRG
OGE Energy Corp,OGE
Plains All American Pipeline LP,Ticker not found
Naphtha Israel Petroleum Corp Ltd,NFTA.TA
Duke Energy Corp,DUK
Prospector Metals Corp,PPP.V
Goldman Sachs Group Inc/The,GOSD.XD
Canadian Solar Inc,CSIQ
Atlantic Power Corp,Ticker not found
Engie SA,ENGI.PA
Parkland Corp,PF6.DU
NGL Energy Partners LP,NGL
O3 Mining Inc,15A.SG
Camber Energy Inc,CEIN
Iwatani Corp,IWTNF
Occidental Petroleum Corp,OXY
MPLX LP,MPLX
MPLX LP,MPLX
Hi-Crush Inc,Ticker not found
CDN Maverick Capital Corp,AXVEF
TotalEnergies SE,TTE
Amplify Energy Corp,AMPY
Superior Plus Corp,SPB.TO
Atlas Copco AB,ATCO-B.ST
Clearway Energy Inc,CWEN
Orsted AS,ORSTED.CO
Ultralife Corp,ULBI
Capital Power Corp,CPX.TO
Generac Holdings Inc,GNRC
Helix Energy Solutions Group Inc,HLX
Southern Energy Corp,0M1.F
PBF Logistics LP,Ticker not found
Tiger Oil and Energy Inc,TGRO
Murphy Oil Corp,MUR
Northern Oil and Gas Inc,NOG
Petroteq Energy Inc,PQEFF
Pine Cliff Energy Ltd,PNE.TO
CAVU Resources Inc,CAVR
Terna Energy SA,TREAY
Aquila Holdings ASA,S5B.F
Secure Waste Infrastructure Co,SES.TO
Ring Energy Inc,REI
ReNew Power Pvt Ltd,Ticker not found
Showa Denko Materials Co Ltd,Ticker not found
High Arctic Energy Services Inc,HGHAF
Ikanik Farms Inc,Ticker not found
Empire Petroleum Corp,6W8.F
"Ares Capital Corp,Fortistar LLC",Ticker not found
Middleby Corp/The,Ticker not found
Diversified Energy Co PLC,DEC
Cassiar Gold Corp,756.SG
Enel SpA,ENEL.MI
Murray & Roberts Holdings Ltd,Ticker not found
KLX Energy Services Holdings Inc,KLXE
Gourmet Provisions Internation,GMPR
"Sumitomo Corp,Development Bank of Japan Inc",Ticker not found
Williams Cos Inc/The,Ticker not found
EQM Midstream Partners LP,Ticker not found
Enel SpA,ENEL.MI
"First Aviation Services Inc,Greenbriar Equity Group LLC (Fund: Greenbriar Equity Fund III LP)",Ticker not found
Waste Management Inc,WM
National Grid PLC,NGG
Select Water Solutions Inc,WTTR
Select Water Solutions Inc,WTTR
Select Water Solutions Inc,WTTR
iSun Inc,ISUNQ
Ring Energy Inc,REI
Hess Midstream LP,HESM
Singlepoint Inc,SING
Taronis Technologies Inc,Ticker not found
Rockrose Energy PLC,Ticker not found
KLA Corp,KLAC
MDM Permian Inc,MDMP
O3 Mining Inc,15A.SG
PetroGas Co,PTCO
Palo Alto Networks Inc,PANW
Legrand SA,LGRDY
Parex Resources Inc,PXT.TO
Byron Energy Ltd,Ticker not found
Green Stream Holdings Inc,GSFI
Turner Valley Oil & Gas Inc,Ticker not found
American Electric Power Co Inc,AEP
WEG SA,WEGZY
Petroteq Energy Inc,PQEFF
Kurita Water Industries Ltd,KWI.F
Kurita Water Industries Ltd,KWI.F
Eversource Energy,NU
Engie SA,ENGI.PA
Vistra Corp,VST
Kimbell Royalty Partners LP,KRP
FOBI AI INC,FOBIF
Harrison Vickers and Waterman Inc,HVCW
"GIC Pte Ltd,Blackstone Inc (Fund: Blackstone Infrastructure Partners LP)",Ticker not found
Chevron Corp,CVX
NGL Energy Partners LP,NGL
Saudi Basic Industries Corp,2010.SR
OCI Holdings Co Ltd,010060.KS
Helix Energy Solutions Group Inc,HLX
Mattr Corp,MATR.TO
CVR Energy Inc,CVI
Sunoco LP,SUN
Attis Industries Inc,Ticker not found
Hi-Crush Inc,Ticker not found
TravelCenters of America Inc,Ticker not found
Brenntag SE,BNRD.XC
Reklaim Ltd,MYID.V
Ameresco Inc,AMRC
Pulse Seismic Inc,PSD.TO
Celanese Corp,CE
Turner Valley Oil & Gas Inc,Ticker not found
Archer-Daniels-Midland Co,ADM
SEACOR Holdings Inc,Ticker not found
Noritz Corp,5943.T
US Silica Holdings Inc,Ticker not found
"John Hancock Life Insurance Co,Manulife Financial Corp (Fund: John Hancock Infrastructure Fund LP)",BTC-USD
Brookfield Infrastructure Partners LP,BIP
Prospera Energy Inc,OF6B.BE
"Wexford Capital LP,Mammoth Energy Services Inc",Ticker not found
Alliance Resource Partners LP,ARLP
Pantheon Resources PLC,P3K.MU
Proam Explorations Corp,PMX.V
Algonquin Power & Utilities Corp,Ticker not found
Ares Management Corp,ARES
Osaka Gas Co Ltd,OSA.BE
OGE Energy Corp,OGE
Ring Energy Inc,REI
MJ Harvest Inc,MJHI
MonBat AD,Ticker not found
Dakshidin Corp,DKSC
Teledyne Technologies Inc,TDY
Chesapeake Utilities Corp,CPK
Engie SA,ENGI.PA
Chesapeake Utilities Corp,CPK
Showa Shell Sekiyu KK,Ticker not found
RE Royalties Ltd,RE.V
Stabilis Solutions Inc,SLNG
Valvoline Inc,VVV
Osaka Gas Co Ltd,OSA.BE
"Axium Infrastructure Inc (Fund: Axium Infrastructure Canada II LP),Manulife Financial Corp (Fund: John Hancock Infrastructure Fund LP)",Ticker not found
Carlyle Commodities Corp,CCC.CN
Ferrellgas Partners LP,Ticker not found
SPX Technologies Inc,SPXC
Kinder Morgan Inc,KMI
Black Hills Corp,BKH
Pond Technologies Holdings Inc,4O0.F
Finning International Inc,FTT.TO
Enbridge Inc,ENB
Royale Energy Inc,ROYL
Centrica PLC,CNA.L
Atlantic Power & Infrastructur,Ticker not found
Australian Oil Co Ltd,21K0.SG
Algonquin Power & Utilities Corp,Ticker not found
LS Electric Co Ltd,010120.KS
Genie Energy Ltd,0IUS.L
UGI Corp,UGI
"BP PLC,ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund VI LP)",Ticker not found
Equitrans Midstream Corp,Ticker not found
Ameresco Inc,AMRC
Baker Hughes Co,BKR
Amphenol Corp,APH
Par Pacific Holdings Inc,PARR
Bellatrix Exploration Ltd,Ticker not found
Dominion Energy Inc,D
Defense Metals Corp,35D.DU
"Public Sector Pension Investment Board,Pattern Energy Group Inc",Ticker not found
CGI Inc,GIB
Kimbell Royalty Partners LP,KRP
Jade Leader Corp,MCKRF
Cimarex Energy Co,Ticker not found
NextEra Energy Inc,NEE
Lonestar Resources US Inc,Ticker not found
"ShaMaran Petroleum Corp,Abu Dhabi National Energy Co PJSC",Ticker not found
Forbes Energy Services Ltd,FLSS
Sunoco LP,SUN
Thoughtful Brands Inc,PEMTF
HollyFrontier Corp,Ticker not found
ProPetro Holding Corp,PUMP
Southern Energy Corp,0M1.F
Geospace Technologies Corp,GEOS
Avangrid Inc,Ticker not found
Tallgrass Energy LP,Ticker not found
Verbio SE,VBK.DE
Western Midstream Partners LP,WES
Western Midstream Operating LP,Ticker not found
Hexagon Composites ASA,HEX.OL
Xcel Energy Inc,XEL
Diamondback Energy Inc,FANG
Stuart Olson Inc,Ticker not found
Stuart Olson Inc,Ticker not found
FuelCell Energy Inc,FCEL
Aegion Corp,Ticker not found
TP ICAP Finance PLC,Ticker not found
Ovintiv Inc,OVV
California Resources Corp,CRC
MedMen Enterprises Inc,MMNFQ
TravelCenters of America Inc,Ticker not found
Ferrellgas Partners LP,Ticker not found
Magseis Fairfield ASA,Ticker not found
Genie Energy Ltd,0IUS.L
Diamondback Energy Inc,FANG
Expand Energy Corp,EXE
Inter Pipeline Ltd,Ticker not found
EnerSys,FDN.BE
Pipestone Energy Corp,Ticker not found
Enservco Corp,ENSV
Amazing Energy Oil and Gas Co,Ticker not found
Criterium Energy Ltd,CEQ.V
Kerry Group PLC,KRYAY
Patterson-UTI Energy Inc,PTEN
Martin Midstream Partners LP,MMLP
Brewbilt Brewing Co,BRBL
Enable Midstream Partners LP,Ticker not found
Canadian GoldCamps Corp,Ticker not found
EnLink Midstream LLC,Ticker not found
KLX Energy Services Holdings Inc,KLXE
Hi-Crush Inc,Ticker not found
Innergex Renewable Energy Inc,INE.TO
Worley Ltd,WF9.F
HPIL Holding,HPIL
Nevada King Gold Corp,NKG.V
Sempra,SRE
Valero Energy Corp,VLO
Sunoco LP,SUN
Teledyne Technologies Inc,TDY
Nine Energy Service Inc,NINE
Centrica PLC,CNA.L
RealPage Inc,Ticker not found
Diversified Energy Co PLC,DEC
Tony G Co-Investment Holdings,TONY.CN
Exelon Corp,EXC
Ferrellgas Partners LP,Ticker not found
International Petroleum Corp,IPCO.TO
MedMen Enterprises Inc,MMNFQ
Antero Midstream Corp,AM
Antero Midstream Corp,AM
Valaris plc,Ticker not found
Orsted AS,ORSTED.CO
Forum Energy Technologies Inc,FET
Nuverra Environmental Solutions Inc,Ticker not found
Bellatrix Exploration Ltd,Ticker not found
North American Construction Group Ltd,N5Z.F
MedMen Enterprises Inc,MMNFQ
ENTREC Corp,Ticker not found
MedMen Enterprises Inc,MMNFQ
Innogy SE/DE,Ticker not found
"Marathon Petroleum Corp,Molo Petroleum LLC",Ticker not found
Alpha DX Group Ltd,Ticker not found
MPLX LP,MPLX
Johnson Controls International plc,JCI
AltaGas Ltd,ALA.TO
IHS Markit Ltd,Ticker not found
Comet Lithium Corp,CLIC.V
Voltaic Strategic Resources Lt,Ticker not found
DCC PLC,DCC.F
Mosman Oil & Gas Ltd,Ticker not found
Mosman Oil & Gas Ltd,Ticker not found
Baker Hughes Co,BKR
TeraGo Inc,TRAGF
Consolidated Edison Inc,ED
Atlantic Power Corp,Ticker not found
Enbridge Inc,ENB
Enbridge Inc,ENB
Enbridge Inc,ENB
Superior Plus Corp,SPB.TO
Altima Energy Inc,ARSLF
Superior Plus Corp,SPB.TO
Prairie Provident Resources Inc,09N.F
Just Energy Group Inc,Ticker not found
Capital Power Corp,CPX.TO
Ameresco Inc,AMRC
Surge Energy Inc,ZPTAF
Viking Energy Group Inc,Ticker not found
Centrica PLC,CNA.L
Carlyle Group Inc/The,Ticker not found
Talos Energy Inc,TALO
Spectacular Solar Inc,SPSO
Canadian Natural Resources Ltd,CRC.BE
Ensign Energy Services Inc,ENB.F
American Electric Power Co Inc,AEP
Par Pacific Holdings Inc,PARR
Parkland Corp,PF6.DU
Montage Resources Corp,Ticker not found
Guanajuato Silver Co Ltd,GSVR.V
Enbridge Inc,ENB
Pieridae Energy Ltd,Ticker not found
Gibraltar Industries Inc,ROCK
Mitsubishi Corp,8058.T
Entergy Corp,ETR
Air Products and Chemicals Inc,APD
Magnolia Oil & Gas Corp,Ticker not found
UGI Corp,UGI
High Arctic Energy Services Inc,HGHAF
Turner Valley Oil & Gas Inc,Ticker not found
Unnamed Buyer,Ticker not found
Adams Resources & Energy Inc,Ticker not found
Diamondback Energy Inc,FANG
Carrizo Oil & Gas Inc,Ticker not found
King Global Ventures Inc,5LM0.F
"Public Sector Pension Investment Board,Pattern Energy Group Inc",Ticker not found
Parkland Corp,PF6.DU
Eden Innovations Ltd,EDE.XA
Point Loma Resources Ltd,Ticker not found
Diamondback Energy Inc,FANG
Orsted AS,ORSTED.CO
NuVista Energy Ltd,NVA.TO
Covanta Holding Corp,Ticker not found
Starwood Property Trust Inc,STWD
Kinetik Holdings Inc,KNTK
Andeavor Logistics LP,Ticker not found
Kosmos Energy Ltd,KOS
Innergex Renewable Energy Inc,INE.TO
Victory Oilfield Tech Inc,VYEY
Engie SA,ENGI.PA
Brand Energy Inc,Ticker not found
Energy Transfer LP,ET
Brookfield Infrastructure Partners LP,BIP
Hydro One Ltd,8H1.SG
Sunoco LP,SUN
Comstock Resources Inc,CRK
PEDEVCO Corp,PED
Atlantic Power Corp,Ticker not found
Northern Oil and Gas Inc,NOG
Green Plains Inc,GPRE
Northwest Pipe Co,NW7.MU
Geospace Technologies Corp,GEOS
NextEra Energy Inc,NEE
BP PLC,BP
Canadian Natural Resources Ltd,CRC.BE
ONEOK Inc,OKE
Plug Power Inc,PLUG
Halliburton Co,HAL
Hi-Crush Inc,Ticker not found
Gear Energy Ltd,0GY.DU
Barnwell Industries Inc,BRN
Toscana Energy Income Corp,Ticker not found
Independence Contract Drilling Inc,ICDI
PHX Minerals Inc,PHX
Empire Petroleum Corp,6W8.F
Northern Oil and Gas Inc,NOG
PBF Logistics LP,Ticker not found
Tidewater Inc,TDW
County Line Energy Corp,CYLC
SK Inc,SKLZ
US Well Services Inc,Ticker not found
Vertex Resource Group Ltd,VTX.V
RJD Green Inc,RJDG
HollyFrontier Corp,Ticker not found
Alliant Energy Corp,LNT
Duke Energy Corp,DUK
Petrolia Energy Corp,BBLSQ
Veolia Environnement SA,VIE.PA
"Private Investor,Brookfield Infrastructure Partners LP",Ticker not found
Diversified Energy Co PLC,DEC
"PetroLegacy Energy I LLC,KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund I LP)",Ticker not found
ConocoPhillips,COP
Ballard Power Systems Inc,BLDP
Forum Energy Technologies Inc,FET
Franklin Electric Co Inc,FELE
Innogy SE/DE,Ticker not found
Reliance Industries Ltd,RELIANCE.NS
Loews Corp,L
Osaka Gas Co Ltd,OSA.BE
Adesto Technologies Corp,Ticker not found
WEC Energy Group Inc,WEC
Quebec Precious Metals Corp,YXEP.F
All American Gold Corp,AAGC
Northern Oil and Gas Inc,NOG
Emergent Metals Corp,EML.F
Emergent Metals Corp,EML.F
TORC Oil & Gas Ltd,Ticker not found
SAExploration Holdings Inc,Ticker not found
NRC Group Holdings Corp,Ticker not found
Point Loma Resources Ltd,Ticker not found
CMS Energy Corp,CMS
Dana Inc,DAN
Brookfield Infrastructure Partners LP,BIP
Boralex Inc,BLX.TO
Cheniere Energy Inc,LNG
Mullen Group Ltd,MTL.TO
Baytex Energy Corp,BTE
Diversified Energy Co PLC,DEC
"Axium Infrastructure Inc (Fund: Axium Infrastructure Canada II LP),Manulife Financial Corp (Fund: Hancock Timberland & Farmland Fund LP)",Ticker not found
Enphase Energy Inc,ENPH
Spark Power Group Inc,Ticker not found
Cuda Oil & Gas Inc,Ticker not found
Desert Mountain Energy Corp,DMEHF
Questerre Energy Corp,QEC.TO
Vertex Resource Group Ltd,VTX.V
MedMen Enterprises Inc,MMNFQ
AKITA Drilling Ltd,774.F
Str Sub Inc,Ticker not found
Arrow Exploration Corp,C1JT.F
TransAlta Renewables Inc,Ticker not found
TravelCenters of America Inc,Ticker not found
Innospec Inc,IOSP
Attis Industries Inc,Ticker not found
PPL Corp,PPL
Superior Plus Corp,SPB.TO
Global Partners LP/MA,Ticker not found
Kimbell Royalty Partners LP,KRP
Southern Co/The,Ticker not found
Callon Petroleum Co,Ticker not found
Keyera Corp,KEY.TO
Andeavor,Ticker not found
NextEra Energy Inc,NEE
NextEra Energy Inc,NEE
NextEra Energy Inc,NEE
Exide Technologies,Ticker not found
American Water Works Co Inc,AWK
Williams Cos Inc/The,Ticker not found
Global Partners LP/MA,Ticker not found
Valvoline Inc,VVV
Evolution Petroleum Corp,EPM
Surge Energy Inc,ZPTAF
Innergex Renewable Energy Inc,INE.TO
"Oaktree Capital Group LLC (Fund: Oaktree Power Opportunities Fund IV LP),KKR Group Co Inc (Fund: KKR Americas Fund XII LP)",Ticker not found
Ameresco Inc,AMRC
"Chugoku Electric Power Co Inc/The,Kyushu Electric Power Co Inc,Osaka Gas Co Ltd,Sojitz Corp",Ticker not found
Stampede Drilling Inc,SDI.V
Smart Sand Inc,SND
SolarEdge Technologies Inc,SEDG
Scryb Inc,SCYRF
Foothills Exploration Inc,FTXP
Shell PLC,SHEL
WEC Energy Group Inc,WEC
Carbon Energy Corp,CRBO
Aegion Corp,Ticker not found
New Green Hemp Inc,NGHI
Carbon Energy Corp,CRBO
Engie SA,ENGI.PA
Marathon Petroleum Corp,MPC
EP Energy Corp,Ticker not found
MedMen Enterprises Inc,MMNFQ
"Fiera Capital Corp,ENGIE North America Inc",Ticker not found
Talos Energy Inc,TALO
EQM Midstream Partners LP,Ticker not found
EQM Midstream Partners LP,Ticker not found
Comstock Resources Inc,CRK
Northern Oil and Gas Inc,NOG
CenterPoint Energy Inc,CNP
Buckeye Partners LP,Ticker not found
SunPower Corp,SPWRQ
MDM Permian Inc,MDMP
Vermilion Energy Inc,VET.TO
Daseke Inc,Ticker not found
Marathon Petroleum Corp,MPC
American Water Works Co Inc,AWK
Osaka Gas Co Ltd,OSA.BE
Sixty Six Oilfield Services Inc,SSOF
California Resources Corp,CRC
Calumet Specialty Products Partners LP,Ticker not found
Battalion Oil Corp,BATL
Voltabox AG,0RV4.L
Exelon Corp,EXC
Sunoco LP,SUN
American Green Inc,ERBB
Badger Meter Inc,33B.F
Concho Resources Inc,Ticker not found
NRG Energy Inc,NRG
Sundance Energy Inc,Ticker not found
Sundance Energy Inc,Ticker not found
Singlepoint Inc,SING
Prospera Energy Inc,OF6B.BE
Tallgrass Energy LP,Ticker not found
Huntsman Exploration Inc,GP8.F
US Silica Holdings Inc,Ticker not found
Alpha DX Group Ltd,Ticker not found
Magnolia Oil & Gas Corp,Ticker not found
Northwestern Energy Group Inc,NWE
SK Innovation Co Ltd,096775.KS
Northwestern Energy Group Inc,NWE
OMV AG,OMV.VI
Sundance Energy Inc,Ticker not found
Smart Sand Inc,SND
Algoma Central Corp,ALC.TO
Pure Positioning AB,Ticker not found
Korea Electric Power Corp,KEP.BA
Trane Technologies PLC,TT
W&T Offshore Inc,Ticker not found
"Whitebark Energy Ltd,Point Loma Resources Ltd",Ticker not found
TotalEnergies SE,TTE
Mitsubishi Corp,8058.T
Oil States International Inc,OIS
Viper Networks Inc,VPER
Delek Logistics Partners LP,DKL
Ayala Corp,AYYLF
STEP Energy Services Ltd,932.F
Borr Drilling Ltd,B2W.F
Patterson-UTI Energy Inc,PTEN
Desert Mountain Energy Corp,DME.V
American Video Teleconferencing Corp,Ticker not found
New Energy Solar Ltd,Ticker not found
Andeavor Logistics LP,Ticker not found
SMG Industries Inc,SMGI
TETRA Technologies Inc,TTI
GrowGeneration Corp,GRWG
Andeavor,Ticker not found
WildHorse Resource Development Corp,Ticker not found
Mitcham Industries Inc,Ticker not found
Skychain Technologies Inc,Ticker not found
NuStar Energy LP,Ticker not found
Permian Resources Corp,PR
Public Service Enterprise Group Inc,PEG
CNX Midstream Partners LP,Ticker not found
Tallgrass Energy Partners LP,Ticker not found
Just Energy Group Inc,Ticker not found
"JPMorgan Chase & Co,Unnamed Buyer",Ticker not found
Battalion Oil Corp,BATL
Vision Energy Corp,VENG
Anson Resources Ltd,9MY.DU
Vestas Wind Systems A/S,VWS.CO
Andeavor,Ticker not found
Diversified Energy Co PLC,DEC
Diversified Energy Co PLC,DEC
Lilis Energy Inc,Ticker not found
Ormat Technologies Inc,ORA
World Kinect Corp,WKC
Stampede Drilling Inc,SDI.V
USA Compression Partners LP,USAC
Vermilion Energy Inc,VET.TO
ITOCHU Corp,8001.T
Par Pacific Holdings Inc,PARR
"Goldman Sachs Group Inc/The (Fund: West Street Energy Partners LP),Riverstone Holdings LLC (Fund: Riverstone Global Energy & Power Fund VI LP),Goldman Sachs Group Inc/The (Fund: West Street Global Infrastructure Partners III LP),Goldman Sachs Group Inc/The (Fund: West Street Capital Partners ...",Ticker not found
Dominion Energy Inc,D
Tallgrass Energy Partners LP,Ticker not found
Kontrol Technologies Corp,1K8.F
Andeavor,Ticker not found
Archrock Inc,AROC
Ranger Oil Corp,Ticker not found
Vertex Resource Group Ltd,VTX.V
Schlumberger NV,Ticker not found
Innovest Global Inc,IVST
Chaparral Energy Inc,36R.F
Innogy SE/DE,Ticker not found
Rosehill Resources Inc,Ticker not found
"PetroLegacy Energy I LLC,KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund I LP)",Ticker not found
McDermott International Inc,Ticker not found
Razor Energy Corp,RZREF
Nibe Industrier AB,NIBE-B.ST
MGX Minerals Inc,MGXMF
Oil States International Inc,OIS
EP Energy Corp,Ticker not found
Banpu PCL,NVAC.F
Chord Energy Corp,CHRD
Corning Inc,GLW
Montage Resources Corp,Ticker not found
NOV Inc,NVAX
Montage Resources Corp,Ticker not found
Solaris Energy Infrastructure,SEI
Helmerich & Payne Inc,Ticker not found
Duke Energy Corp,DUK
Perkins Oil & Gas Inc,Ticker not found
HighPoint Resources Corp,Ticker not found
SM Investments Corp,SVTMF
World Kinect Corp,WKC
Diversified Energy Co PLC,DEC
Black Stone Minerals LP,Ticker not found
Questerre Energy Corp,QEC.TO
Vivakor Inc,VIVK
Talos Energy Inc,TALO
Tellurian Inc,Ticker not found
Saltbae Capital Corp,CECBF
Whitecap Resources Inc,WCP.TO
Viking Energy Group Inc,Ticker not found
Viking Energy Group Inc,Ticker not found
PetroTal Corp,TAL.TO
SRC Energy Inc,Ticker not found
TransMontaigne Partners LLC,Ticker not found
Delek US Holdings Inc,DK
American Midstream Partners LP,AMID
Summer Energy Holdings Inc,SUME
DCC PLC,DCC.F
Vivakor Inc,VIVK
CVR Refining LP,Ticker not found
Clearway Energy Inc,CWEN
American Patriot Oil & Gas Ltd,Ticker not found
Blueknight Energy Partners LP,Ticker not found
Approach Resources Inc,Ticker not found
Badger Meter Inc,33B.F
Altius Minerals Corp,ALS.TO
Elite Group Inc,Ticker not found
UGI Corp,UGI
Oil Search Ltd,Ticker not found
"PHI Inc,Management Group",Ticker not found
Posco International Corp,047050.KS
NPK International Inc,NPKI
CWC Energy Services Corp,Ticker not found
Stampede Drilling Inc,SDI.V
"STEAG GmbH,Energy Capital Partners LLC (Fund: Energy Capital Partners III LP)",Ticker not found
Vistra Corp,VST
Innergex Renewable Energy Inc,INE.TO
Rosehill Resources Inc,Ticker not found
American Midstream Partners LP,AMID
CWC Energy Services Corp,Ticker not found
Petrolia Energy Corp,BBLSQ
XPLR Infrastructure LP,XIFR
Pardee Resources Co,PDER
Valero Energy Partners LP,Ticker not found
C&J Energy Services Inc,Ticker not found
Enel SpA,ENEL.MI
Aker BP ASA,AKRBP.OL
Source Energy Services Ltd,S4O0.F
"Kosmos Energy Ltd,Trident Energy Ltd",Ticker not found
HollyFrontier Corp,Ticker not found
