Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Price_Status
31-03-2023,ACDC,ProFrac Holding Corp,Producers Service Holdings LLC,,35.0,,Completed,2023-03-20,14.67,2023-04-10,13.36,Success
29-03-2023,ADHI,Arsenal Digital Holdings Inc,Blackrock Midstream LLC,,,,Completed,2023-03-17,0.12,2023-04-10,0.22,Success
28-03-2023,VRN,Veren Inc,Spartans oil & liquids-rich Montney assets/Spartan Delta Corp,Spartan Delta Corp,1249.5,,Completed,2023-03-17,5.41,2023-04-10,7.02,Success
28-03-2023,003475.KS,Yuanta Securities Korea Co Ltd,BlueWave MA LLC,,0.77,,Completed,2023-03-17,2221.07,2023-04-07,2495.27,Success
27-03-2023,ET,Energy Transfer LP,Lotus Midstream LLC,Encap Flatrock Midstream,1454.18,,Completed,2023-03-16,10.35,2023-04-06,10.57,Success
27-03-2023,AMIH,American International Holdings Corp,Cycle Energy Corp,Marble Trital Inc,0.01,,Completed,2023-03-16,0.01,2023-04-06,0.0,Success
27-03-2023,WGO,Winnebago Industries Inc,Lithionics Battery LLC,,,,Completed,2023-03-16,55.02,2023-04-06,53.1,Success
24-03-2023,RVS1.F,Dawson Geophysical Co,Seismic data assets/Breckenridge Geophysical LLC,"Wilks Brothers LLC,Breckenridge Geophysical LLC",10.97,,Completed,2023-03-13,1.16,2023-04-03,1.18,Success
24-03-2023,SPRU,Spruce Power Holding Corp,SS Holdings 2017 LLC,,,,Completed,2023-03-13,6.11,2023-04-03,6.64,Success
21-03-2023,TOH.V,Total Helium Ltd,Pinta South Helium Project/Arizona,"Pinta South Operating Co LLC,Butler Minerals I LLC,Mid America Exploration LLC",8.0,,Completed,2023-03-10,0.49,2023-03-31,0.52,Success
21-03-2023,JAMGF,Tuktu Resources Ltd,Certain natural gas assets/Southern Alberta Foothills,,1.64,,Completed,2023-03-10,0.07,2023-03-31,0.07,Success
21-03-2023,WDGRF,Wedgemount Resources Corp,Oil & gas assets/West Central Texas,,0.16,,Completed,,,,,No valid trading days found
20-03-2023,TGEN,Tecogen Inc,202 cogeneration systems/Holyoke,Dalkia Energy Services LLC,,,Completed,2023-03-09,1.13,2023-03-30,1.19,Success
20-03-2023,EFXT,Enerflex Ltd,Absolute Compression Enterprise Ltd,,,,Completed,2023-03-09,6.44,2023-03-30,5.69,Success
16-03-2023,TAC,TransAlta Corp,320 MW pumped hydro energy storage development project/Southwest Alberta,Evolve Power Ltd,5.83,,Completed,2023-03-03,8.19,2023-03-27,7.71,Success
14-03-2023,LRSV,Link Reservations Inc,Global Enterprises & Logistics Inc,,,,Completed,2023-03-03,0.01,2023-03-24,0.0,Success
09-03-2023,RELIANCE.NS,Reliance Industries Ltd,Mimosa Networks Inc,Airspan Networks Holdings Inc,60.0,,Completed,2023-02-24,1088.64,2023-03-20,1005.31,Success
08-03-2023,KLXE,KLX Energy Services Holdings Inc,Greene's Energy Group LLC,Denham Capital Management LP,,,Completed,2023-02-24,12.63,2023-03-20,11.91,Success
06-03-2023,VST,Vistra Corp,Energy Harbor Corp,,6763.0,,Completed,2023-02-23,21.66,2023-03-16,24.4,Success
03-03-2023,EQNR,Equinor ASA,Suncor Energy UK Ltd,Suncor Energy Inc,882.48,,Completed,2023-02-17,25.03,2023-03-13,23.68,Success
02-03-2023,PLUG,Plug Power Inc,Alloy Custom Products LLC,Cryogenic Industrial Solutions LLC,,,Completed,2023-02-17,15.58,2023-03-13,12.4,Success
02-03-2023,PLUG,Plug Power Inc,WesMor Cryogenics LLC,Cryogenic Industrial Solutions LLC,,,Completed,2023-02-17,15.58,2023-03-13,12.4,Success
02-03-2023,MATR.TO,Mattr Corp,JM Sales Associates Inc,,,,Completed,2023-02-17,14.13,2023-03-13,12.11,Success
28-02-2023,BTE,Baytex Energy Corp,Ranger Oil Corp,,1473.16,3.58,Completed,2023-02-17,4.12,2023-03-10,3.54,Success
28-02-2023,REPX,Riley Exploration Permian Inc,Oil & gas assets/Pecos Oil & Gas LLC,Pecos Oil & Gas LLC,330.0,,Completed,2023-02-17,28.54,2023-03-10,30.18,Success
28-02-2023,NCLR.CN,Basin Uranium Corp,Chord property/East Fall River County,"Private Investor,Cowboy Exploration & Development LLC,St Cloud Trading Corp",1.0,,Completed,2023-02-17,0.44,2023-03-10,0.54,Success
24-02-2023,FTXP,Foothills Exploration Inc,Jubilee Exploration LLC,Xfuels Inc,,,Completed,2023-02-13,0.0,2023-03-06,0.0,Success
22-02-2023,6501.T,Hitachi Ltd,"CDA Systems LLC,California Compression LLC",Xebec Adsorption Inc,,,Completed,2023-02-10,1361.9,2023-03-06,1390.6,Success
21-02-2023,VLE.TO,Valeura Energy Inc,Valeura Energy Asia Pte Ltd,,17.63,,Completed,2023-02-10,2.59,2023-03-03,2.54,Success
17-02-2023,ANTIN.PA,Antin Infrastructure Partners SA,Pearlx Infrastructure LLC,,,,Completed,2023-02-06,18.75,2023-02-27,18.42,Success
16-02-2023,BP,BP PLC,TravelCenters of America Inc,,3034.94,5.47,Completed,2023-02-03,31.39,2023-02-27,36.27,Success
16-02-2023,DNOW,DNOW Inc,EcoVapor Recovery Systems LLC,,,,Completed,2023-02-03,13.89,2023-02-27,12.76,Success
15-02-2023,VTLE,Vital Energy Inc,Driftwood Energy Operating LLC,,212.94,,Completed,2023-02-03,52.92,2023-02-27,52.15,Success
15-02-2023,PCQRF,Petrolympic Ltd,"Li-1 Property/James Bay Area,Li-2 Property/James Bay Area",,,,Completed,2023-02-03,0.05,2023-02-27,0.05,Success
13-02-2023,FTXP,Foothills Exploration Inc,21 oil wells & certain leases/Comanche,,,,Completed,2023-02-02,0.0,2023-02-23,0.0,Success
08-02-2023,DEC,Diversified Energy Co PLC,Certain upstream assets & related infrastructure/Central Region,Tanos Energy Holdings II LLC,244.0,,Completed,,,,,No valid trading days found
06-02-2023,GLNG,Golar LNG Ltd,2.4 MTPA floating liquefaction facility,New Fortress Energy Inc,193.72,,Completed,2023-01-26,21.85,2023-02-16,21.67,Success
06-02-2023,IPCO.TO,International Petroleum Corp,Oil & Gas assets/southern Alberta,,,,Completed,2023-01-26,14.71,2023-02-16,12.43,Success
29-01-2023,PRIZ.CN,Prismo Metals Inc,Hot Breccia porphyry copper skarn project,Infinitum Copper Corp,0.43,,Completed,2023-01-18,0.41,2023-02-08,0.4,Success
24-01-2023,MTDR,Matador Resources Co,Advance Energy Partners Holdings LLC,EnCap Investments LP,1600.0,,Completed,2023-01-13,58.07,2023-02-03,60.17,Success
24-01-2023,CEIN,Camber Energy Inc,Renewable diesel plant near Reno/Nevada,Viking Energy Group Inc,,,Completed,2023-01-13,1.9,2023-02-03,1.99,Success
23-01-2023,BWPC,Blue Water Petroleum Corp,Art Aqua Technologies Ltd,,6.7,,Completed,2023-01-12,2.7,2023-02-02,2.5,Success
20-01-2023,PPP.V,Prospector Metals Corp,Devon & Garden Ni-Cu-PGE projects/The,,,,Completed,2023-01-09,0.54,2023-01-30,0.78,Success
19-01-2023,PPP.V,Prospector Metals Corp,"Devon Ni-Cu projects/Ontario,Garden Ni-Cu projects/Ontario",,,,Completed,2023-01-06,0.54,2023-01-30,0.78,Success
18-01-2023,SHEL,Shell PLC,Volta Inc,,149.16,,Completed,2023-01-06,52.3,2023-01-30,53.36,Success
18-01-2023,2222.SR,Saudi Arabian Oil Co,Motiva Enterprises LLC,,,,Completed,2023-01-05,26.98,2023-01-29,28.22,Success
18-01-2023,ORSTED.CO,Orsted AS,Ocean Wind Project/NJ,Public Service Enterprise Group Inc,,,Completed,2023-01-06,623.98,2023-01-30,591.7,Success
18-01-2023,CVV.V,CanAlaska Uranium Ltd,Frontier project/Athabasca Basin,,,,Completed,2023-01-06,0.41,2023-01-30,0.57,Success
18-01-2023,DUK,Duke Energy Corp,Pike Engineering LLC,,,,Completed,2023-01-06,95.9,2023-01-30,92.67,Success
11-01-2023,FE0.F,Stallion Uranium Corp,Hathor Exploration Ltd,Rua Gold Inc,0.3,,Completed,2022-12-30,0.22,2023-01-23,1.2,Success
05-01-2023,PSX,Phillips 66,DCP Midstream LP,,3783.87,7.47,Completed,2022-12-23,95.88,2023-01-17,94.57,Success
05-01-2023,0AAZ.IL,EQT AB,Bulk liquids storage terminal/Gretna,International-Matex Tank Terminals LLC,,,Completed,2022-12-23,215.18,2023-01-16,254.41,Success
04-01-2023,OPCE.TA,OPC Energy Ltd,4 wind power stations/Maine,"Patriot Renewable Fuels LLC,Unknown Seller",172.0,,Completed,2022-12-22,3977.0,2023-01-15,3722.0,Success
04-01-2023,MIS.CN,Mistango River Resources Inc,Manibridge project/Wabowden,Metal Energy Corp,1.67,,Completed,2022-12-23,0.06,2023-01-16,0.05,Success
04-01-2023,MERG.V,Metal Energy Corp,Manibridge project/Wabowden,CanAlaska Uranium Ltd,,,Completed,2022-12-23,0.05,2023-01-16,0.05,Success
04-01-2023,HASI,HA Sustainable Infrastructure,Portfolio of 1.3 GW renewables/US,AES Corp/The,,,Completed,2022-12-23,26.44,2023-01-17,30.71,Success
03-01-2023,TRGP,Targa Resources Corp,Grand Prix NGL Pipeline,Blackstone Inc,1050.0,,Completed,2022-12-23,69.81,2023-01-13,71.75,Success
03-01-2023,AMPS,Altus Power Inc,220 mw solar assets/True Green Capital Management LLC,True Green Capital Management LLC,293.0,,Completed,2022-12-23,6.37,2023-01-13,8.41,Success
03-01-2023,SHEL,Shell PLC,TF Hudgins Inc,CapStreet Group LLC/The,,,Completed,2022-12-23,52.78,2023-01-13,54.45,Success
29-12-2022,BLX.TO,Boralex Inc,5 operating wind farm/Texas,EDF Renouvelables SA,250.77,,Completed,2022-12-16,38.05,2023-01-09,39.15,Success
29-12-2022,E,Eni SpA,81 MW Kellam photovoltaic plant/North Texas,Hanwha Solutions Corp,,,Completed,2022-12-16,24.21,2023-01-09,26.04,Success
27-12-2022,ACDC,ProFrac Holding Corp,REV Energy Holdings LLC,,140.0,,Completed,2022-12-16,21.7,2023-01-06,22.38,Success
27-12-2022,ACDC,ProFrac Holding Corp,Performance Proppants LLC,,35.0,,Completed,2022-12-16,21.7,2023-01-06,22.38,Success
22-12-2022,P4F.F,Seadrill Ltd,Aquadrill LLC,,902.32,,Completed,2022-12-09,27.4,2023-01-02,28.56,Success
22-12-2022,SPB.TO,Superior Plus Corp,Certarus Ltd,"Unknown Seller,PFM Capital Inc (Fund: Apex II Investment LP)",623.8,,Completed,2022-12-09,8.76,2023-01-03,9.89,Success
21-12-2022,AM,Antero Midstream Corp,Certain compression assets/Utica,EnLink Midstream LLC,10.0,,Completed,2022-12-09,8.81,2023-01-03,9.01,Success
21-12-2022,VD5N.SG,Zephyr Energy PLC,Portfolio of oil and gas assets/Utah,Rockies Standard Oil Co LLC,,,Completed,,,,,No valid trading days found
19-12-2022,LINK,Interlink Electronics Inc,"KWJ Engineering Inc,Spec Sensors LLC",,2.0,,Completed,2022-12-08,6.06,2022-12-29,5.67,Success
17-12-2022,CPK,Chesapeake Utilities Corp,Propane operating assets/Hernando Gas LLC,Hernando Gas LLC,,,Completed,2022-12-06,114.46,2022-12-27,114.44,Success
17-12-2022,MGUY,Mogul Energy International Inc,"Florida Beauty Flora Inc,Tempest Transportation Inc,Florida Beauty Express Inc,Floral Logistics of California Inc",,,,Completed,2022-12-06,0.06,2022-12-27,0.06,Success
15-12-2022,KEY.TO,Keyera Corp,Plains Fort Saskatchewan facility/Alberta,Plains All American Pipeline LP,268.24,,Completed,2022-12-02,27.8,2022-12-28,26.17,Success
15-12-2022,INE.TO,Innergex Renewable Energy Inc,Portfolio of 6 23MW wind farm/Idaho,MetLife Investment Management LLC,47.5,,Completed,2022-12-02,15.07,2022-12-28,14.41,Success
15-12-2022,LOMEF,Lithium One Metals Inc,Taycan Lithium Project/Quebec,,,,Completed,,,,,No valid trading days found
14-12-2022,NPWR,Net Power Inc,NET Power LLC,,845.0,,Completed,2022-12-02,10.0,2022-12-27,10.16,Success
14-12-2022,SIE.V,Sienna Resources Inc,Silver Peak South Lithium Project/Clayton Valley,,0.26,,Completed,2022-12-02,0.05,2022-12-28,0.04,Success
14-12-2022,INSO,Industry Source Consulting Inc,Phyto Life Organics LLC,,,,Completed,2022-12-02,0.03,2022-12-27,0.02,Success
08-12-2022,JAMGF,Tuktu Resources Ltd,Certain oil & gas assets/Alberta Foothills,,0.95,,Completed,2022-11-25,0.12,2022-12-19,0.12,Success
07-12-2022,NIX.CN,NorthX Nickel Corp,Grande Prairie oil & gas,Ridgeback Resources Inc,73.35,,Completed,2022-11-25,4.86,2022-12-19,2.67,Success
06-12-2022,NRG,NRG Energy Inc,Vivint Smart Home Inc,,5017.07,9.53,Completed,2022-11-25,39.35,2022-12-16,28.98,Success
06-12-2022,MKGP,Maverick Energy Group Ltd,Pass Creek Resources LLC,,5.49,,Completed,2022-11-25,0.2,2022-12-16,0.06,Success
06-12-2022,MATR.TO,Mattr Corp,Kanata Electronic Services Ltd,,,,Completed,2022-11-25,11.96,2022-12-16,13.33,Success
05-12-2022,ACDC,ProFrac Holding Corp,Eagle Ford sand mining operations/Monarch Silica LLC,Monarch Silica LLC,175.0,,Completed,2022-11-23,24.81,2022-12-15,21.93,Success
05-12-2022,HSTXF,Heliostar Metals Ltd,"Aurea Mining Inc,Cia Minera Pitalla SA de CV",Argonaut Gold Inc,10.0,,Completed,2022-11-23,0.18,2022-12-15,0.18,Success
02-12-2022,DKILY,Daikin Industries Ltd,Venstar Inc/CA,,,,Completed,2022-11-21,15.93,2022-12-12,16.05,Success
01-12-2022,XTRM,Extreme Biodiesel Inc,World Wide Sun Control Inc,Fernhill Corp,0.68,,Completed,2022-11-18,0.0,2022-12-12,0.0,Success
30-11-2022,0IUS.L,Genie Energy Ltd,portfolio of residential & small commercial customer,Mega Energy LP,,,Completed,2022-11-15,8.81,2022-12-13,10.17,Success
30-11-2022,HDID.XD,Home Depot Inc/The,100 MW of solar energy/National Grid Renewables LLC,National Grid Renewables LLC,,,Completed,,,,,No valid trading days found
28-11-2022,PATK,Patrick Industries Inc,Transhield Inc,Ancor Holdings LP,,,Completed,2022-11-17,33.43,2022-12-08,35.46,Success
25-11-2022,POW.AQ,Power Metal Resources PLC,North Wind lithium project/Ontario,,,,Completed,2022-11-14,28.0,2022-12-05,28.0,Success
24-11-2022,VZLA,Vizsla Silver Corp,Palos Verdes project/Prismo Metals Inc,Prismo Metals Inc,1.52,,Completed,2022-11-11,1.17,2022-12-05,1.12,Success
21-11-2022,SIRC,Solar Integrated Roofing Corp,Secure Roofing & Solar Inc,,,,Completed,2022-11-10,25.5,2022-12-01,20.85,Success
21-11-2022,SIRC,Solar Integrated Roofing Corp,SunUp Solar LLC,,,,Completed,2022-11-10,25.5,2022-12-01,20.85,Success
18-11-2022,CVX,Chevron Corp,Beyond6 LLC,,,,Completed,2022-11-07,168.04,2022-11-28,162.72,Success
18-11-2022,CVX,Chevron Corp,Beyond6 LLC,"Mercuria Energy Trading Inc,Unknown Seller",,,Completed,2022-11-07,168.04,2022-11-28,162.72,Success
17-11-2022,NESTE.HE,Neste Oyj,Cooking oil collection & aggregation business,Crimson Renewable Energy LLC,,,Completed,2022-11-04,41.98,2022-11-28,43.31,Success
17-11-2022,LNGNF,LNG Energy Group Corp,LNG Energy Group Inc,,,,Completed,2022-11-04,0.05,2022-11-28,0.05,Success
16-11-2022,FANG,Diamondback Energy Inc,Lario Permian LLC,Lario Oil & Gas Co,1494.76,,Completed,2022-11-04,144.4,2022-11-28,130.38,Success
15-11-2022,ZLSCF,ZYUS Life Sciences Corp,ZYUS Life Sciences Inc,,15.07,,Completed,,,,,No valid trading days found
15-11-2022,CMC,Commercial Metals Co,Metals recycling facility & related assets/Galveston,"Kodiak Properties LLC,Kodiak Resources Inc",,,Completed,2022-11-04,44.5,2022-11-25,46.57,Success
14-11-2022,ELIQQ,Electriq Power Holdings Inc,ElectrIQ Power Inc,"Unknown Seller,GreenSoil Investments (Fund: Greensoil Building Innovation Fund)",203.0,,Completed,,,,,No valid trading days found
14-11-2022,AMPS,Altus Power Inc,Portfolio of 6 solar energy facilities,,9.9,,Completed,2022-11-03,8.76,2022-11-25,6.84,Success
14-11-2022,AMPS,Altus Power Inc,Portfolio of 5 solar energy facilities,,3.4,,Completed,2022-11-03,8.76,2022-11-25,6.84,Success
14-11-2022,AMPS,Altus Power Inc,1.0 MW solar energy facility,,1.3,,Completed,2022-11-03,8.76,2022-11-25,6.84,Success
11-11-2022,AIV,Apartment Investment and Management Co,Howard Energy Partners,,,,Completed,2022-10-31,7.41,2022-11-21,7.46,Success
09-11-2022,KNTK,Kinetik Holdings Inc,Brandywine NGL pipeline/Permian Basin,,25.0,,Completed,2022-10-28,29.64,2022-11-21,26.72,Success
07-11-2022,G4P0.F,Lycos Energy Inc,Chronos Resources Ltd,,65.0,,Completed,,,,,No valid trading days found
07-11-2022,CPK,Chesapeake Utilities Corp,Planet Found Energy Development LLC,,9.4,,Completed,2022-10-27,118.41,2022-11-17,108.56,Success
07-11-2022,PHX.TO,PHX Energy Services Corp,Rodfather Compression Inc,,,,Completed,2022-10-27,6.6,2022-11-17,6.55,Success
06-11-2022,KMI,Kinder Morgan Inc,STX Midstream pipeline/NextEra Energy Partners LP,XPLR Infrastructure LP,1831.0,,Completed,2022-10-26,15.29,2022-11-16,16.13,Success
04-11-2022,KRP,Kimbell Royalty Partners LP,Certain mineral & royalty interests/Texas,Hatch Royalty LLC,293.73,,Completed,2022-10-24,14.79,2022-11-14,13.86,Success
03-11-2022,ZPTAF,Surge Energy Inc,Waterflooded producing oil assets/Enerplus Corp,Enerplus Corp,178.41,,Completed,2022-10-21,6.03,2022-11-14,6.59,Success
02-11-2022,SOC,Sable Offshore Corp,Sable Offshore Holdings LLC,,589.0,,Completed,2022-10-21,9.9,2022-11-14,10.03,Success
02-11-2022,PUMP,ProPetro Holding Corp,Silvertip Completion Services,,136.16,,Completed,2022-10-21,11.28,2022-11-14,11.33,Success
02-11-2022,CEG,Constellation Energy Corp,Rebate Business/Bill Identity Ltd,Optima Technology Group Ltd,2.8,,Completed,2022-10-21,85.5,2022-11-14,92.15,Success
02-11-2022,WTTR,Select Water Solutions Inc,"Breakwater Energy Partners LLC,Breakwater & water pipeline assets/Cypress Environmental Services LLC",Cypress Environmental Partners,,,Completed,2022-10-21,8.12,2022-11-14,8.15,Success
27-10-2022,ACX.TO,ACT Energy Technologies Ltd,Directional drilling business/Ensign Energy Services Inc,Ensign Energy Services Inc,3.81,,Completed,2022-10-14,4.9,2022-11-07,7.98,Success
27-10-2022,ARIS,Aris Water Solution Inc,Intellectual property rights and related proprietary treatment technologies,Water Standard Management US Inc,,,Completed,2022-10-14,12.88,2022-11-07,15.68,Success
26-10-2022,BH,Biglari Holdings Inc,Abraxas Petroleum Corp,,54.9,1.2,Completed,2022-10-14,125.97,2022-11-07,141.95,Success
26-10-2022,PROP,Prairie Operating Co,Prairie Operating Co LLC,,28.2,,Completed,2022-10-14,6.47,2022-11-07,4.41,Success
26-10-2022,NOA,North American Construction Group Ltd,ML Northern Services Ltd,,11.06,,Completed,2022-10-14,10.19,2022-11-07,12.4,Success
26-10-2022,GEGI,Genesis Electronics Group Inc,Glid LLC,,4.0,,Completed,2022-10-14,0.0,2022-11-07,0.0,Success
25-10-2022,CP4.F,ALS Ltd,Exploration consulting & technology division,EarthLabs Inc,,,Completed,2022-10-14,6.28,2022-11-04,6.45,Success
21-10-2022,PARR,Par Pacific Holdings Inc,"Exxon Billings Cogeneration Inc,Yellowstone Logistics Holding Co",Exxon Mobil Corp,310.0,,Completed,2022-10-10,18.18,2022-10-31,22.88,Success
18-10-2022,PPP.V,Prospector Metals Corp,3 Ni-Cu projects/Quebec,,,,Completed,2022-10-07,0.57,2022-10-28,0.42,Success
18-10-2022,D,Dominion Energy Inc,Energy Storage Project/East Point Energy,East Point Energy LLC,,,Completed,2022-10-07,56.75,2022-10-28,61.18,Success
17-10-2022,BP,BP PLC,Archaea Energy Inc,,3476.26,206.54,Completed,2022-10-06,27.51,2022-10-27,29.36,Success
12-10-2022,FANG,Diamondback Energy Inc,Firebird Energy LLC,,1555.05,,Completed,2022-09-30,107.79,2022-10-24,137.14,Success
12-10-2022,ALCE,Alternus Clean Energy Inc,"Alternus Energy Americas Inc,Alternus Lux 01 S.a.r.l.",Alternus Energy Group PLC,,,Completed,2022-09-30,247.0,2022-10-24,247.5,Success
11-10-2022,NOG,Northern Oil and Gas Inc,Non operated interests/Northern Delaware Basin,,130.0,,Completed,2022-09-30,24.88,2022-10-21,31.29,Success
11-10-2022,CH.V,Charbone Hydrogen Corp,Wolf River Hydro LP,Northwoods Hydropower Inc,0.7,,Completed,2022-09-30,0.24,2022-10-21,0.19,Success
07-10-2022,APSI,Aqua Power Systems Inc,Tradition Transportation Group Inc,,,,Completed,2022-09-26,0.28,2022-10-17,0.29,Success
05-10-2022,CU.TO,Canadian Utilities Ltd,Wind & solar assets/Suncor Energy Inc,Suncor Energy Inc,522.49,,Completed,2022-09-23,34.45,2022-10-17,30.33,Success
03-10-2022,CSLRW,Complete Solaria Inc,CSolaria Inc,,376.0,,Completed,,,,,No valid trading days found
02-10-2022,RWE.DE,RWE AG,Rwece Clean Energy Inc,Consolidated Edison Inc,6800.0,,Completed,2022-09-21,38.91,2022-10-12,35.0,Success
01-10-2022,ROK.V,ROK Resources Inc,Certain oil & gas assets/Southeast Saskatchewan,,16.68,,Completed,2022-09-20,0.33,2022-10-11,0.33,Success
01-10-2022,TPC.V,Tenth Avenue Petroleum Corp,Llight oil & high netback asset/Southern Alberta,Danzig Resources Ltd,0.54,,Completed,2022-09-20,0.24,2022-10-11,0.24,Success
