Announce Date,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
2018-03-20,Northwestern Energy Group Inc,Two Dot Wind Farm LLC,New Jersey Resources Corp,18.5,,Completed
2018-03-20,SK Innovation Co Ltd,Membership interests/Longfellow Nemaha LLC,Longfellow Nemaha LLC,,,Completed
2018-03-19,Northwestern Energy Group Inc,NorthWestern Two Dot Wind Farm,New Jersey Resources Corp,18.5,,Completed
2018-03-15,OMV AG,"Certain Assets,Energy Petroleum Holdings Ltd,Energy Petroleum Taranaki Ltd,Taranaki Offshore Petroleum Co,Energy Petroleum Investments Ltd,Energy Infrastructure Ltd,Shell Exploration NZ Ltd",Shell PLC,578.0,,Completed
2018-03-15,Sundance Energy Inc,Eagle Ford Shale,Pioneer Natural Resources Co,220.1,,Completed
2018-03-15,Smart Sand Inc,Van Hook Crude Terminal LLC,Plains All American Pipeline LP,0.02,,Completed
2018-03-15,Algoma Central Corp,55MW Combined Heat and Power Plant,,,,Completed
2018-03-14,Pure Positioning AB,40 Oil & Gas Leases/Texas,Melody Capital Management LLC,6.44,,Completed
2018-03-13,Korea Electric Power Corp,3 Solar Photovoltaic Projects/California,Canadian Solar Inc,,,Completed
2018-03-13,Trane Technologies PLC,Agilis Energy LLC,,,,Completed
2018-03-12,W&T Offshore Inc,3 blocks/Heidelberg field,Cobalt International Energy Inc,31.1,,Completed
2018-03-05,"Whitebark Energy Ltd,Point Loma Resources Ltd",Oil & gas assets/Mannville Cardium & Duvernay,,,,Completed
2018-03-02,TotalEnergies SE,Marathon Oil Libya Ltd,Marathon Oil Corp,450.0,,Completed
2018-03-01,Mitsubishi Corp,Boston Energy Trading and Marketing LLC,NRG Energy Inc,70.0,,Completed
2018-02-28,Oil States International Inc,Falcon Flowback Services LLC,Argonaut Private Equity LLC,85.0,,Completed
2018-02-28,Viper Networks Inc,Global Services International Inc,,,,Completed
2018-02-26,Delek Logistics Partners LP,Big spring logistics assets,Delek US Holdings Inc,315.0,,Completed
2018-02-24,Ayala Corp,Merlin Solar Technologies Inc,,,,Completed
2018-02-22,STEP Energy Services Ltd,Tucker Energy Services Holdings Inc,,275.0,,Completed
2018-02-22,Borr Drilling Ltd,Paragon Offshore Ltd,,212.14,,Completed
2018-02-21,Patterson-UTI Energy Inc,Superior QC LLC,,,,Completed
2018-02-20,Desert Mountain Energy Corp,Oil & gas project/Kight Gilcrease Sand,Seminole Oil Productions LLC,0.75,,Completed
2018-02-20,American Video Teleconferencing Corp,iB2BGlobal.com,Crown Holdings Inc,,,Completed
2018-02-16,New Energy Solar Ltd,Boulder Solar I Facility,SunPower Corp,55.0,,Completed
2018-02-15,Andeavor Logistics LP,Wamsutter Pipeline System,Plains All American Pipeline LP,180.0,,Completed
2018-02-15,SMG Industries Inc,RigHands,,0.15,,Completed
2018-02-14,TETRA Technologies Inc,SwiftWater Energy Services LLC,,70.32,,Completed
2018-02-14,GrowGeneration Corp,Certain Assets/Groco,Groco Supply LLC,1.0,,Completed
2018-02-12,Andeavor,Asphalt Terminals LLC,Delek US Holdings Inc,75.0,,Completed
2018-02-12,WildHorse Resource Development Corp,Producing & Non Producing Assets/Lee County,,18.6,,Completed
2018-02-12,Mitcham Industries Inc,Certain Assets,"Hydroscience Technologies Inc,Solid Seismic LLC",,,Completed
2018-02-09,Skychain Technologies Inc,MiningSky Technology Ltd,1151152 BC Ltd,0.38,,Completed
2018-02-08,NuStar Energy LP,NuStar GP Holdings LLC,,840.21,,Completed
2018-02-08,Permian Resources Corp,4000 net acres/Lea County,OneEnergy Partners LLC,95.0,,Completed
2018-02-08,Public Service Enterprise Group Inc,solar energy facility/7 MW,BayWa r.e. GmbH,10.0,,Completed
2018-02-07,CNX Midstream Partners LP,Shirley-Pennsboro System,CNX Resources Corp,265.0,,Completed
2018-02-07,Tallgrass Energy Partners LP,"Buckhorn Energy Services LLC,Buckhorn SWD Solutions LLC",,95.0,,Completed
2018-02-06,Just Energy Group Inc,EdgePower Inc,,14.0,,Completed
2018-02-06,"JPMorgan Chase & Co,Unnamed Buyer",228 MW wind farm/Texas,E.ON SE,,,Completed
2018-02-06,Battalion Oil Corp,22617 Net acres,,,,Completed
2018-02-05,Vision Energy Corp,PVBJ Inc,,1.22,,Completed
2018-02-05,Anson Resources Ltd,Cane Creek 32-1 oil well & oil & gas lease,,,,Completed
2018-02-02,Vestas Wind Systems A/S,Utopus Insights Inc,"International Business Machine,Energir LP",100.0,,Completed
2018-02-02,Andeavor,Kenai LNG LLC,ConocoPhillips,,,Completed
2018-02-01,Diversified Energy Co PLC,Alliance Petroleum Corp/OH,Lake Fork Resources LLC,95.0,,Completed
2018-01-31,Diversified Energy Co PLC,Appalachian gas & oil assets,CNX Resources Corp,85.0,,Completed
2018-01-31,Lilis Energy Inc,Delaware Basin oilfields,OneEnergy Partners LLC,73.65,,Completed
2018-01-24,Ormat Technologies Inc,US Geothermal Inc,,198.78,15.54,Completed
2018-01-24,World Kinect Corp,Portfolio of 43 stores/Western Convenience,Western Convenience Stores Inc,,,Completed
2018-01-17,Stampede Drilling Inc,D2 Drilling Inc,,2.7,,Completed
2018-01-16,USA Compression Partners LP,"CDM Resource Management LLC,CDM Environmental & Technical Services LLC",Energy Transfer Operating LP,1558.57,,Completed
2018-01-15,Vermilion Energy Inc,Unnamed Target,,73.15,,Completed
2018-01-15,ITOCHU Corp,Alta Forest Products LLC,"Welco Lumber Co,Probyn E R Ltd",,,Completed
2018-01-09,Par Pacific Holdings Inc,33 Cenex Zip Trip convenience stores,CHS Inc,70.0,,Completed
2018-01-08,"Goldman Sachs Group Inc/The (Fund: West Street Energy Partners LP),Riverstone Holdings LLC (Fund: Riverstone Global Energy & Power Fund VI LP),Goldman Sachs Group Inc/The (Fund: West Street Global Infrastructure Partners III LP),Goldman Sachs Group Inc/The (Fund: West Street Capital Partners ...",Lucid Energy Group II LLC,EnCap Investments LP,1600.0,,Completed
2018-01-03,Dominion Energy Inc,SCANA Corp,,14504.33,27.57,Completed
2018-01-03,Tallgrass Energy Partners LP,Pawnee terminal,Zenith Energy Ltd,31.0,,Completed
2018-01-03,Kontrol Technologies Corp,MCW Dimax Ltd,,0.8,,Completed
2018-01-03,Andeavor,Rangeland Energy II LLC,Crestwood Equity Partners LP,,,Completed
2018-01-02,Archrock Inc,Archrock Partners LP,,584.85,4.38,Completed
2018-01-02,Ranger Oil Corp,Gonzales & Lavaca Counties oil assets,Hunt Consolidated Inc,86.0,,Completed
2018-01-02,Vertex Resource Group Ltd,Sonic Oilfield Services Ltd,,3.6,,Completed
2017-12-29,Schlumberger NV,US pressure pumping & pump-down perforating assets,Weatherford International PLC,430.0,,Completed
2017-12-29,Innovest Global Inc,Shepherd Energy LLC,,,,Completed
2017-12-28,Chaparral Energy Inc,7000 acres in Kingfisher OK,,60.0,,Completed
2017-12-22,Innogy SE/DE,Onshore wind development business,EverPower Wind Holdings Inc,,,Completed
2017-12-21,Rosehill Resources Inc,Additional Interests in Southern Delaware Basin,,39.0,,Completed
2017-12-20,"PetroLegacy Energy I LLC,KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund I LP)",Eagle Ford Shale producing assets/TX,Coterra Energy Inc,765.0,,Completed
2017-12-18,McDermott International Inc,Chicago Bridge & Iron Co NV,,3566.0,,Completed
2017-12-18,Razor Energy Corp,Kaybob Triassic Units 1 and 2,,3.58,,Completed
2017-12-18,Nibe Industrier AB,Gaumer Co Inc,,,,Completed
2017-12-13,MGX Minerals Inc,Abound Energy Inc,8230137 Canada Inc,1.19,,Completed
2017-12-12,Oil States International Inc,GEODynamics Inc,"Management Group,Private Investor,Lime Rock Partners LLC (Fund: Lime Rock Partners IV LP),Lime Rock Partners LLC (Fund: Lime Rock Partners V LP)",519.22,,Completed
2017-12-12,EP Energy Corp,Eagle Ford Shale Assets/South Texas,Carrizo Oil & Gas Inc,245.0,,Completed
2017-12-12,Banpu PCL,Northeast Marcellus shale gas portfolio/PA,,105.0,,Completed
2017-12-11,Chord Energy Corp,Permian Assets/Forge Energy LLC,Forge Energy LLC,946.0,,Completed
2017-12-11,Corning Inc,Communication Markets Division,3M Co,900.0,,Completed
2017-12-11,Montage Resources Corp,Oil & Gas Rights of 44500 Net Acres/Tioga & Potter,Travis Peak Resources LLC,93.7,,Completed
2017-12-11,NOV Inc,Vallourec Drilling Products USA Inc,Vallourec SA,63.0,,Completed
2017-12-11,Montage Resources Corp,Cardinal NE Holdings LLC,Cardinal Midstream II LLC,18.3,,Completed
2017-12-11,Solaris Energy Infrastructure,Railtronix LLC,,,,Completed
2017-12-08,Helmerich & Payne Inc,Magnetic Variation Services LLC,,,,Completed
2017-12-06,Duke Energy Corp,REC Solar Commercial Corp,,,,Completed
2017-12-06,Perkins Oil & Gas Inc,160-Acre Oil and Gas Lease/Lincoln,,,,Completed
2017-12-05,HighPoint Resources Corp,Fifth Creek Energy Operating Co LLC,"Holmes Creek Oil Co,Natural Gas Partners LLC (Fund: NGP Natural Resources XI LP)",664.25,,Completed
2017-12-05,SM Investments Corp,Chevron Geothermal Philippines Holdings Inc,Chevron Corp,,,Completed
2017-12-05,World Kinect Corp,Ondemand Energy Inc,,,,Completed
2017-12-01,Diversified Energy Co PLC,550 wells/Central Ohio,NGO Development Corp Inc,3.1,,Completed
2017-11-27,Black Stone Minerals LP,Diverse Mineral & Royalty Package/US,Noble Energy Inc,340.0,,Completed
2017-11-27,Questerre Energy Corp,Bakken/Torquay oil assets,,,,Completed
2017-11-27,Vivakor Inc,MARILYN-2WH Well/Oklahoma,,,,Completed
2017-11-21,Talos Energy Inc,Talos Energy LLC,"Riverstone Holdings LLC (Fund: Riverstone Global Energy & Power Fund V LP),Apollo Asset Management Inc (Fund: Apollo Natural Resources Partners LP)",1078.22,,Completed
2017-11-16,Tellurian Inc,Production & Midstream Assets/Haynesville,Rockcliff Energy LLC,85.1,,Completed
2017-11-16,Saltbae Capital Corp,Pure Vanadium Corp,,0.19,,Completed
2017-11-13,Whitecap Resources Inc,Oil assets/Weyburn,Cenovus Energy Inc,738.65,,Completed
2017-11-13,Viking Energy Group Inc,Unnamed Target,,25.0,,Completed
2017-11-10,Viking Energy Group Inc,Petrodome Energy LLC,Black Rhino LP,3.24,,Completed
2017-11-09,PetroTal Corp,PetroTal Ltd,,,,Completed
2017-11-08,SRC Energy Inc,DJ Basin Assets/Weld County,Noble Energy Inc,608.0,,Completed
2017-11-08,TransMontaigne Partners LLC,West Coast Facilities/CA,Plains All American Pipeline LP,275.0,,Completed
2017-11-08,Delek US Holdings Inc,Alon USA Partners LP,,148.62,1.77,Completed
2017-11-08,American Midstream Partners LP,Trans-Union Interstate Pipeline LP,ArcLight Capital Partners LLC,48.0,,Completed
2017-11-08,Summer Energy Holdings Inc,REP Energy LLC,,,,Completed
2017-11-07,DCC PLC,DCC Propane LLC,NGL Energy Partners LP,200.0,,Completed
2017-11-06,Vivakor Inc,CAMPBELL1-26H23H well,,,,Completed
2017-11-06,CVR Refining LP,Cushing to Ellis crude pipeline system,Plains All American Pipeline LP,,,Completed
2017-11-02,Clearway Energy Inc,38 MW Solar Portfolio/NRG Energy Inc,NRG Energy Inc,71.0,,Completed
2017-11-02,American Patriot Oil & Gas Ltd,Conventional oil & gas assets/East Texas,,2.5,,Completed
2017-11-01,Blueknight Energy Partners LP,"Muskogee Asphalt Terminal/Oklahoma,Bainbridge Asphalt Terminal","Ergon Inc,Frontier Terminal LLC,Cummins Investment Corp",32.5,,Completed
2017-11-01,Approach Resources Inc,Wolfcamp shale assets/TX,Amistad Energy Partners LLC,17.94,,Completed
2017-11-01,Badger Meter Inc,Carolina Meter & Supply LLC,,6.2,,Completed
2017-11-01,Altius Minerals Corp,Mineral rights in Rocanville/Saskatchewan,McChip Resources Inc,2.33,,Completed
2017-11-01,Elite Group Inc,Pirate Oilfield Services Inc,,,,Completed
2017-11-01,UGI Corp,Rockdale Marcellus Midstream Assets/Pennsylvania,Rockdale Marcellus LLC,,,Completed
2017-10-31,Oil Search Ltd,Tier 1 oil assets,"Electrabel SA,GMT Exploration Co LLC/CO",400.0,,Completed
2017-10-31,"PHI Inc,Management Group",HNZ Group Inc,,187.93,12.29,Completed
2017-10-31,Posco International Corp,KIS Devonian Canada Corp,Korea Investment Holdings Co Ltd,100.74,,Completed
2017-10-31,NPK International Inc,Well Service Group Inc,,75.0,,Completed
2017-10-31,CWC Energy Services Corp,Canadian Rig Business & 4 Real Estate Properties,C&J Energy Services Inc,40.71,,Completed
2017-10-31,Stampede Drilling Inc,Stampede Drilling Ltd,,9.36,,Completed
2017-10-31,"STEAG GmbH,Energy Capital Partners LLC (Fund: Energy Capital Partners III LP)",Cormetech Inc,,,,Completed
2017-10-30,Vistra Corp,Dynegy Inc,,10515.44,15.33,Completed
2017-10-30,Innergex Renewable Energy Inc,Alterra Power Corp,,585.35,17.67,Completed
2017-10-30,Rosehill Resources Inc,Southern Delaware Basin oil & gas properties,,77.6,,Completed
2017-10-30,American Midstream Partners LP,Destin Pipeline,ArcLight Capital Partners LLC,30.0,,Completed
2017-10-30,CWC Energy Services Corp,Service and swabbing rig assets,C&J Energy Production Services-Canada Ltd,29.21,,Completed
2017-10-27,Petrolia Energy Corp,Bow Energy Ltd,,13.13,10.23,Completed
2017-10-26,XPLR Infrastructure LP,4 Renewable energy assets,NextEra Energy Inc,1271.0,,Completed
2017-10-26,Pardee Resources Co,Solar photovoltaic system/Flagstaff,,1.8,,Completed
2017-10-26,Valero Energy Partners LP,"Parkway Pipeline LLC,Port Arthur Terminal Assets",Valero Energy Corp,,,Completed
2017-10-25,C&J Energy Services Inc,O-Tex Holdings Inc,"Silverfern Group Inc/The,White Deer Management LLC",259.55,,Completed
2017-10-25,Enel SpA,Electric Motor Werks Inc,,,,Completed
2017-10-24,Aker BP ASA,Hess Norge AS,Hess Corp,2000.0,,Completed
2017-10-24,Source Energy Services Ltd,Blair Wisconsin facility & Canadian assets,Preferred Sands Inc,80.0,,Completed
2017-10-23,"Kosmos Energy Ltd,Trident Energy Ltd",Hess Equatorial Guinea Inc,Hess Corp,650.0,,Completed
2017-10-19,HollyFrontier Corp,Holly Energy Partners LP,,3231.5,15.91,Completed
2017-10-19,"Schlumberger NV,Torxen Resources Ltd",Palliser Crude Oil & Natural Gas Assets/Alberta,Cenovus Energy Inc,1042.21,,Completed
2017-10-19,HomeServe PLC,Trade & assets/Dominion Products & Services Inc,Dominion Energy Inc,143.0,,Completed
2017-10-19,Engie SA,Fenix International Inc,"Schneider Electric SE,Orange SA",,,Completed
2017-10-18,Global Partners LP/MA,Retail fuel & convenience store assets,Honey Farms Inc,36.0,,Completed
2017-10-18,Exxon Mobil Corp,crude oil terminal/Wink,Genesis Energy LP,,,Completed
2017-10-17,TAAT Global Alternatives Inc,certain oil & gas leases/TX,Ponderosa Energy LLC/TX,4.48,,Completed
2017-10-17,Singlepoint Inc,Judicial Arbiter Group Inc,,,,Completed
2017-10-16,South Jersey Industries Inc,"Elizabethtown Gas Co,Elkton Gas Co",Southern Co/The,1700.0,,Completed
2017-10-16,Blackstone Inc,Grand Prix Pipeline,Targa Resources Corp,,,Completed
2017-10-12,ONEnergy Inc,Oil & gas assets/ Ontario,Tribute Resources Inc,1.11,,Completed
2017-10-12,Shenzhen Energy Group Co Ltd,Solar Power Asstes/California,Canadian Solar Inc,,,Completed
2017-10-11,Altus Strategies PLC,Legend Gold Corp,,6.26,,Completed
2017-10-11,Singlepoint Inc,Jiffy Auto Glass LLC,,,,Completed
2017-10-09,Banpu PCL,Northeast Marcellus shale gas operatorship position & gas portfolio/PA,,210.0,,Completed
2017-10-03,Public Service Enterprise Group Inc,10.6 MWs-dc facility,Solar Liberty Energy Systems Inc,25.0,,Completed
2017-10-02,American Midstream Partners LP,Delta House,ArcLight Capital Partners LLC,125.4,,Completed
2017-10-02,Carbon Energy Corp,Appalachian basin/WV,,41.3,,Completed
2017-10-02,World Kinect Corp,Orchard Holdings Group LLC,Sureserve Group PLC,16.46,,Completed
2017-09-29,Koios Beverage Corp,Koios LLC,,2.25,,Completed
2017-09-28,Bakken Water Transfer Services Inc,Nationwide Property Partners Inc,,,,Completed
2017-09-26,PDC Energy Inc,Certain oil and gas assets/Wattenberg Field,Bayswater Exploration & Production LLC,186.0,,Completed
2017-09-26,SK Inc,Plutus Capital NY Inc,,102.85,,Completed
2017-09-26,Falck Renewables SpA,92 MWp IS-42 photovoltaic project,Canadian Solar Inc,42.8,,Completed
2017-09-26,Petrogress Inc,Petrogress International LLC,,,,Completed
2017-09-25,International Petroleum Corp,Oil & gas assets/Alberta & Saskatchewan,Cenovus Energy Inc,414.72,,Completed
2017-09-25,American Superconductor Corp,Infinia Technology Corp,"Private Investor,Qnergy Inc",0.1,,Completed
2017-09-22,Phillips 66 Partners LP,"Merey Sweeny LP,Energy Transfer Crude Oil Co LLC,Dakota Access LLC",Phillips 66,2425.0,,Completed
2017-09-19,Sprague Resources LP,"Coen Energy LLC,Coen Transport LLC",Coen Oil Co LLC,35.0,,Completed
2017-09-19,SMG Industries Inc,M G Cleaners LLC,,1.64,,Completed
2017-09-19,Intelligent Highway Solutions Inc,Fazync LLC,,,,Completed
2017-09-18,Itron Inc,Itron Networked Solutions Inc,,752.6,,Completed
2017-09-14,Elk Petroleum Ltd,Unnamed Target,Resolute Energy Corp,160.0,,Completed
2017-09-14,Tortoise Energy Infrastructure Corp,33MW Industrial & Solar Portfolio/New York,Kenyon Energy LLC,,,Completed
2017-09-14,Perkins Oil & Gas Inc,640-acre oil and gas lease located/Niobrara,State of Wyoming,,,Completed
2017-09-12,Enable Midstream Partners LP,Align Midstream Partners LP,"Private Investor,Tailwater Capital LLC (Fund: Tailwater Energy Fund II LP)",300.0,,Completed
2017-09-12,Provaris Energy Ltd,Sea NG Corp,,4.45,,Completed
2017-09-12,Manitok Energy Inc,Corinthian Oil Corp/Canada,,2.55,,Completed
2017-09-12,Alternet Systems Inc,Lithium IP Holdings Corp,,,,Completed
2017-09-11,Mosman Oil & Gas Ltd,Welch Permian Basin Project,,0.31,,Completed
2017-09-08,ALLETE Inc,Tonka Water Conditioning LLC,,,,Completed
2017-09-06,Singlepoint Inc,Dr FeelGood Pills LLC,,,,Completed
2017-09-05,Canadian Natural Resources Ltd,Pelican Lake Asset,Cenovus Energy Inc,787.99,,Completed
2017-09-05,Patterson-UTI Energy Inc,MS Directional LLC,"Denham Capital Management LP (Fund: Denham Commodity Partners Fund V LP),NGP Energy Capital Management LLC (Fund: NGP Natural Resources X LP)",262.0,,Completed
2017-09-01,MPLX LP,Certain terminal pipeline & storage assets,Marathon Petroleum Corp,1050.0,,Completed
2017-08-31,Algonquin Power & Utilities Corp,Liberty Utilities St Lawrence Gas Corp,Enbridge Inc,70.0,,Completed
2017-08-31,Colas SA,Mcasphalt Industries Ltd,,,,Completed
2017-08-30,NCS Multistage Holdings Inc,Spectrum Tracer Services LLC,,81.26,,Completed
2017-08-28,Forum Energy Technologies Inc,Global Tubing LLC,Quantum Energy Partners LLC,237.0,,Completed
2017-08-28,Trinidad Drilling Ltd,RigMinder Operating LLC,,30.0,,Completed
2017-08-24,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Horse Creek & Electra farms,Starwood Energy Group Global LLC,,,Completed
2017-08-23,Chesapeake Utilities Corp,Propane operating assets/Chipola,CPGC Enterprises Inc,,,Completed
2017-08-22,Bakken Water Transfer Services Inc,Dakota Energy Resources Corp,,,,Completed
2017-08-20,Sempra,Sempra Texas Holdings Corp,"KKR Group Co Inc (Fund: KKR 2006 Fund LP),Goldman Sachs Capital Partners (Fund: GS Capital Partners VI LP),TPG Capital LP/US (Fund: TPG Partners IV LP)",18800.0,,Completed
2017-08-16,Alta Mesa Resources Inc,"Alta Mesa Holdings LP,Kingfisher Midstream LLC",,3993.59,,Completed
2017-08-16,US Silica Holdings Inc,Mississippi Sand LLC,,95.4,,Completed
2017-08-16,Ngen Technologies Holdings Cor,Integro Health Services Inc,Medsite Services Inc,,,Completed
2017-08-16,Ranger Energy Services Inc,49 well service rigs and ancillary equipment,ESCO Leasing LLC,,,Completed
2017-08-15,Tidewater Midstream and Infrastructure Ltd,Operated working interest/Deep Basin & Montney,,26.65,,Completed
2017-08-15,Ikkuma Resources Corp,Assets/Alberta Foothills & British Columbia Deep Basin,,23.28,,Completed
2017-08-15,Pond Technologies Holdings Inc,Pond Technologies Inc,,18.03,,Completed
2017-08-15,Tidewater Midstream and Infrastructure Ltd,Pipeline operated working interest/Wapiti,,15.68,,Completed
2017-08-14,Husky Energy Inc,Superior Refinery/WI,Calumet Specialty Products Partners LP,435.0,,Completed
2017-08-14,Nabors Industries Ltd,Tesco Corp,,162.23,,Completed
2017-08-14,Genie Energy Ltd,Mirabito Natural Gas LLC/DE,Angus Energy PLC,3.0,,Completed
2017-08-14,"Public Sector Pension Investment Board,Pattern Energy Group Inc",179 MW Meikle Wind Power Facility/British Columbia,Pattern Energy Group LP,,,Completed
2017-08-11,Holly Energy Partners LP,SLC Pipeline LLC,,250.0,,Completed
2017-08-11,Holly Energy Partners LP,"SLC Pipeline LLC,Frontier Aspen LLC",,250.0,,Completed
2017-08-08,American Midstream Partners LP,Panther Asset Management LLC Assets/Texas,Panther Asset Management LLC,52.0,,Completed
2017-08-08,American Security Resources Corp,Kachingpay.com Inc,,,,Completed
2017-08-08,"Whitebark Energy Ltd,Point Loma Resources Ltd",2 oil wells/Paddle River,,,,Completed
2017-08-08,Andeavor,39 convenience store gas station locations,Flyers Energy LLC,,,Completed
2017-08-07,CrossAmerica Partners LP,Certain Assets,JetPep Inc,72.0,,Completed
2017-08-07,Tallgrass Energy Partners LP,Powder River Basin crude oil gathering system,Outrigger Energy LLC,36.0,,Completed
2017-08-03,Clearway Energy Inc,Wind TE Holdco LLC,NRG Energy Inc,41.5,,Completed
2017-08-03,Shell Midstream Partners LP,Nautilus gas gathering system,Crestwood Equity Partners LP,,,Completed
2017-08-03,Dominion Energy Inc,2 5-megawatt solar facilities,TotalEnergies SE,,,Completed
2017-08-03,Chesapeake Utilities Corp,Utilities asset/Western Pennsylvania,ARM Energy Management LLC,,,Completed
2017-08-03,Dominion Energy Inc,2 Solar Power Plants/Fremont & Moorings,Total Holdings SAS,,,Completed
2017-08-02,Genesis Energy LP,Alkali Chemicals business,Tronox Holdings PLC,1325.0,,Completed
2017-08-02,EQT RE Merger Sub Inc,16500 net acres Marcellus Shale/PA & West VA,,180.0,,Completed
2017-08-02,AMF Hawaii Investments LLC,IMTT Epic LLC,"White Deer Management LLC (Fund: White Deer Energy LP),Blue Water Energy LLP (Fund: Blue Water Energy Fund I LP)",171.5,,Completed
2017-08-02,American Patriot Oil & Gas Ltd,Conventional oil & gas assets/South Texas,"Safari Oil & Gas Production Inc,Anasazi New Ventures Corp",4.93,,Completed
2017-08-02,"Goldman Sachs BDC Inc,Tennenbaum Capital Partners LLC (Fund: Tennenbaum Special Situations Fund IX LLC)",Blue Leaf Energy Asia Pte Ltd,Kawa Capital Management Inc,,,Completed
2017-07-31,Ranger Oil Corp,Eagle Ford Assets/TX,Devon Energy Corp,205.0,,Completed
2017-07-31,ITOCHU Corp,Gramicci Inc,,,,Completed
2017-07-27,Brookfield Business Partners LP,Altera Infrastructure LP,,610.0,2.02,Completed
2017-07-27,Tallgrass Energy LP,Deeprock oil terminal,"Kinder Morgan Inc,Deeprock Energy Resources LLC",70.0,,Completed
2017-07-27,Eagle Materials Inc,Wildcat Minerals LLC,"Private Investor,Platte River Ventures LLC (Fund: Platte River Equity III LP)",36.8,,Completed
2017-07-27,Petro Welt Technologies AG,CARBO Ceramics Cyprus Ltd,CARBO Ceramics Inc,22.0,,Completed
2017-07-27,Kaishan Group Co Ltd,Rye Patch-Humboldt House,Presco Energy LLC,3.0,,Completed
2017-07-26,Tallgrass Energy LP,Deeprock Crude Oil Terminal/Oklahoma,,70.0,,Completed
2017-07-26,China Titans Energy Technology Group Co Ltd,AEI Winddown Inc,"Shell Technology Ventures Inc,Private Investor,Triplepoint Capital LLC,Totalenergies Ventures International SAS,Foundation Capital LLC (Fund: Foundation Capital Fund VI),Kleiner Perkins Caufield & Byers LLC (Fund: Kleiner Perkins Caufield & Byers XIV LLC),GSV Ventures LLC,Advanced Technology ...",9.2,,Completed
2017-07-24,Unnamed Buyer,Non-core natural gas assets,QEP Resources Inc,37.5,,Completed
2017-07-21,Andeavor Logistics LP,Western Refining Logistics LP,,2539.22,18.67,Completed
2017-07-21,Quanta Services Inc,"Stronghold Ltd,Stronghold Specialty Ltd",,448.78,,Completed
2017-07-20,Teledyne Technologies Inc,Scientific Systems Inc,,31.3,,Completed
2017-07-19,Greenbriar Sustainable Living,2587344 Ontario Inc,,1.69,,Completed
2017-07-18,Select Water Solutions Inc,Rockwater Energy Solutions Inc,,452.99,,Completed
2017-07-18,Acciona SA,76 MW Ripley Wind Farm,Suncor Energy Inc,,,Completed
2017-07-14,Abraxas Petroleum Corp,Delaware Basin Bone Spring/Wolfcamp,,68.86,,Completed
2017-07-14,Targa Resources Corp,Sendero Carlsbad Ngl LLC,Sendero Midstream Partners LP,,,Completed
2017-07-12,Saturn Oil & Gas Inc,Flaxcombe oil and gas well,Westcore Energy Ltd,,,Completed
2017-07-11,Aboitiz Power Corp,SunEdison Philippines Helios BV,SunEdison Inc,,,Completed
2017-07-10,Getty Realty Corp,38 fee simple & 4 leasehold properties,Applegreen PLC,70.1,,Completed
2017-07-10,Solar Alliance Energy Inc,Aries Solar LLC,Thompson Machinery Commerce Corp,,,Completed
2017-07-06,Paramount Resources Ltd,Paramount Resources TEC Ltd,,786.27,6.15,Completed
2017-07-06,Paramount Resources Ltd,Paramount Resources ACL Ltd,Apache Corp,355.01,,Completed
2017-07-06,Vistra Corp,Power Plant/TX,,350.0,,Completed
2017-07-06,RHYS Resources Ltd,1121844 BC Ltd,,0.87,,Completed
2017-07-05,Black Stone Minerals LP,Certain mineral/East Texas,Angelina County Lumber Override Ltd,50.55,,Completed
2017-07-05,Forum Energy Technologies Inc,Multilift Inc,Pelican Energy Partners LP,39.4,,Completed
2017-07-05,Halliburton Co,Summit Esp LLC,,,,Completed
2017-07-03,NGL Energy Partners LP,Propane Services LLC,Strength Capital Partners LLC,,,Completed
2017-06-30,"State Street Corp,Management Group,Ontario Teachers' Pension Plan Board,BlackRock Inc,Warburg Pincus LLC (Fund: Warburg Pincus Private Equity X LP),ARC Financial Corp (Fund: ARC Energy Fund 6 LP)",Pacific Canbriam Energy Ltd,,74.0,,Completed
2017-06-30,Shell PLC,MP2 Energy IL LLC,,,,Completed
2017-06-30,Titan Energy LLC,Appalachian assets/TN,,,,Completed
2017-06-28,Carrizo Oil & Gas Inc,Delaware basin properties,EXL Petroleum Management LLC,648.0,,Completed
2017-06-26,Alto Ingredients Inc,Illinois Corn Processing LLC,,76.0,,Completed
2017-06-22,Enel SpA,Enel X North America Inc,"Draper Fisher Jurvetson International Inc (Fund: Draper Fisher Jurvetson Fund VII LP),Foundation Capital LLC (Fund: Foundation Capital IV LP),Braemar Energy Ventures (Fund: Braemar Energy Ventures I LP),Threshold Ventures Inc",281.62,,Completed
2017-06-21,RHC Helium Ltd,Vela Resources Corp,,2.04,,Completed
2017-06-21,Nexera Energy Inc,Oil & Gas assets/Alberta/Edson,,0.21,,Completed
2017-06-19,EQT Corp,EQT RE Merger Sub Inc,,6456.71,11.19,Completed
2017-06-19,Occidental Petroleum Corp,Enhanced Oil Recovery Assets in Permian Basin,Hess Corp,600.0,,Completed
2017-06-19,Enerflex Ltd,Compression business/Mesa Compression LLC,Mesa Compression LLC,106.0,,Completed
2017-06-16,Lonestar Resources US Inc,Eagleford Shale assets in South Texas,Mesquite Energy Inc,50.0,,Completed
